image_id,image_path,label_path,dataset_name,task,split,label_exists
005198d58ed87c01,datasets\raw\face_detection\images\train\005198d58ed87c01.jpg,datasets\raw\face_detection\labels\train\005198d58ed87c01.txt,face_detection,face_detection,train,True
005dea312856673d,datasets\raw\face_detection\images\train\005dea312856673d.jpg,datasets\raw\face_detection\labels\train\005dea312856673d.txt,face_detection,face_detection,train,True
0067fc4ccbbf7167,datasets\raw\face_detection\images\train\0067fc4ccbbf7167.jpg,datasets\raw\face_detection\labels\train\0067fc4ccbbf7167.txt,face_detection,face_detection,train,True
006832821ce1e492,datasets\raw\face_detection\images\train\006832821ce1e492.jpg,datasets\raw\face_detection\labels\train\006832821ce1e492.txt,face_detection,face_detection,train,True
006b41bb2f076482,datasets\raw\face_detection\images\train\006b41bb2f076482.jpg,datasets\raw\face_detection\labels\train\006b41bb2f076482.txt,face_detection,face_detection,train,True
006d91e44fda5b89,datasets\raw\face_detection\images\train\006d91e44fda5b89.jpg,datasets\raw\face_detection\labels\train\006d91e44fda5b89.txt,face_detection,face_detection,train,True
006ed7d11ae1df41,datasets\raw\face_detection\images\train\006ed7d11ae1df41.jpg,datasets\raw\face_detection\labels\train\006ed7d11ae1df41.txt,face_detection,face_detection,train,True
006ff7c3b7c70660,datasets\raw\face_detection\images\train\006ff7c3b7c70660.jpg,datasets\raw\face_detection\labels\train\006ff7c3b7c70660.txt,face_detection,face_detection,train,True
00758e5545e24435,datasets\raw\face_detection\images\train\00758e5545e24435.jpg,datasets\raw\face_detection\labels\train\00758e5545e24435.txt,face_detection,face_detection,train,True
0076dce7e8685a71,datasets\raw\face_detection\images\train\0076dce7e8685a71.jpg,datasets\raw\face_detection\labels\train\0076dce7e8685a71.txt,face_detection,face_detection,train,True
0076e16733b8a5ec,datasets\raw\face_detection\images\train\0076e16733b8a5ec.jpg,datasets\raw\face_detection\labels\train\0076e16733b8a5ec.txt,face_detection,face_detection,train,True
00792f61cb973e00,datasets\raw\face_detection\images\train\00792f61cb973e00.jpg,datasets\raw\face_detection\labels\train\00792f61cb973e00.txt,face_detection,face_detection,train,True
0079479bc3f6dbd6,datasets\raw\face_detection\images\train\0079479bc3f6dbd6.jpg,datasets\raw\face_detection\labels\train\0079479bc3f6dbd6.txt,face_detection,face_detection,train,True
008391bc98454b84,datasets\raw\face_detection\images\train\008391bc98454b84.jpg,datasets\raw\face_detection\labels\train\008391bc98454b84.txt,face_detection,face_detection,train,True
0087c0431a04be16,datasets\raw\face_detection\images\train\0087c0431a04be16.jpg,datasets\raw\face_detection\labels\train\0087c0431a04be16.txt,face_detection,face_detection,train,True
00a00877d9b1a47e,datasets\raw\face_detection\images\train\00a00877d9b1a47e.jpg,datasets\raw\face_detection\labels\train\00a00877d9b1a47e.txt,face_detection,face_detection,train,True
00a0d634ad200ced,datasets\raw\face_detection\images\train\00a0d634ad200ced.jpg,datasets\raw\face_detection\labels\train\00a0d634ad200ced.txt,face_detection,face_detection,train,True
00a62838d8bdaf95,datasets\raw\face_detection\images\train\00a62838d8bdaf95.jpg,datasets\raw\face_detection\labels\train\00a62838d8bdaf95.txt,face_detection,face_detection,train,True
00a654769d3a5ec6,datasets\raw\face_detection\images\train\00a654769d3a5ec6.jpg,datasets\raw\face_detection\labels\train\00a654769d3a5ec6.txt,face_detection,face_detection,train,True
00aa8d32b654d1f2,datasets\raw\face_detection\images\train\00aa8d32b654d1f2.jpg,datasets\raw\face_detection\labels\train\00aa8d32b654d1f2.txt,face_detection,face_detection,train,True
00ab614b7a6fad2c,datasets\raw\face_detection\images\train\00ab614b7a6fad2c.jpg,datasets\raw\face_detection\labels\train\00ab614b7a6fad2c.txt,face_detection,face_detection,train,True
00ae560f0da59645,datasets\raw\face_detection\images\train\00ae560f0da59645.jpg,datasets\raw\face_detection\labels\train\00ae560f0da59645.txt,face_detection,face_detection,train,True
00ae5ecd1364d210,datasets\raw\face_detection\images\train\00ae5ecd1364d210.jpg,datasets\raw\face_detection\labels\train\00ae5ecd1364d210.txt,face_detection,face_detection,train,True
00af34930b6f21da,datasets\raw\face_detection\images\train\00af34930b6f21da.jpg,datasets\raw\face_detection\labels\train\00af34930b6f21da.txt,face_detection,face_detection,train,True
00c267315ba020a2,datasets\raw\face_detection\images\train\00c267315ba020a2.jpg,datasets\raw\face_detection\labels\train\00c267315ba020a2.txt,face_detection,face_detection,train,True
00c3685518dfa3c3,datasets\raw\face_detection\images\train\00c3685518dfa3c3.jpg,datasets\raw\face_detection\labels\train\00c3685518dfa3c3.txt,face_detection,face_detection,train,True
00c8ecbc0e8d498c,datasets\raw\face_detection\images\train\00c8ecbc0e8d498c.jpg,datasets\raw\face_detection\labels\train\00c8ecbc0e8d498c.txt,face_detection,face_detection,train,True
00cb0328e89e86f4,datasets\raw\face_detection\images\train\00cb0328e89e86f4.jpg,datasets\raw\face_detection\labels\train\00cb0328e89e86f4.txt,face_detection,face_detection,train,True
00cb53b298d8431c,datasets\raw\face_detection\images\train\00cb53b298d8431c.jpg,datasets\raw\face_detection\labels\train\00cb53b298d8431c.txt,face_detection,face_detection,train,True
00cd66ab36a4bd25,datasets\raw\face_detection\images\train\00cd66ab36a4bd25.jpg,datasets\raw\face_detection\labels\train\00cd66ab36a4bd25.txt,face_detection,face_detection,train,True
00cdf66dba7e43b4,datasets\raw\face_detection\images\train\00cdf66dba7e43b4.jpg,datasets\raw\face_detection\labels\train\00cdf66dba7e43b4.txt,face_detection,face_detection,train,True
00ced7354f617be4,datasets\raw\face_detection\images\train\00ced7354f617be4.jpg,datasets\raw\face_detection\labels\train\00ced7354f617be4.txt,face_detection,face_detection,train,True
00d32f2fe8d05146,datasets\raw\face_detection\images\train\00d32f2fe8d05146.jpg,datasets\raw\face_detection\labels\train\00d32f2fe8d05146.txt,face_detection,face_detection,train,True
00d4da7256eb8ec5,datasets\raw\face_detection\images\train\00d4da7256eb8ec5.jpg,datasets\raw\face_detection\labels\train\00d4da7256eb8ec5.txt,face_detection,face_detection,train,True
00da7d798626f402,datasets\raw\face_detection\images\train\00da7d798626f402.jpg,datasets\raw\face_detection\labels\train\00da7d798626f402.txt,face_detection,face_detection,train,True
00dacaae3139e2af,datasets\raw\face_detection\images\train\00dacaae3139e2af.jpg,datasets\raw\face_detection\labels\train\00dacaae3139e2af.txt,face_detection,face_detection,train,True
00db3d364f37e887,datasets\raw\face_detection\images\train\00db3d364f37e887.jpg,datasets\raw\face_detection\labels\train\00db3d364f37e887.txt,face_detection,face_detection,train,True
00dcc5f0353e6360,datasets\raw\face_detection\images\train\00dcc5f0353e6360.jpg,datasets\raw\face_detection\labels\train\00dcc5f0353e6360.txt,face_detection,face_detection,train,True
00e1a5e9575967a9,datasets\raw\face_detection\images\train\00e1a5e9575967a9.jpg,datasets\raw\face_detection\labels\train\00e1a5e9575967a9.txt,face_detection,face_detection,train,True
00e5eb7fe4a2db73,datasets\raw\face_detection\images\train\00e5eb7fe4a2db73.jpg,datasets\raw\face_detection\labels\train\00e5eb7fe4a2db73.txt,face_detection,face_detection,train,True
00e97a8add3cebf5,datasets\raw\face_detection\images\train\00e97a8add3cebf5.jpg,datasets\raw\face_detection\labels\train\00e97a8add3cebf5.txt,face_detection,face_detection,train,True
00ec069e273cb31b,datasets\raw\face_detection\images\train\00ec069e273cb31b.jpg,datasets\raw\face_detection\labels\train\00ec069e273cb31b.txt,face_detection,face_detection,train,True
00ed80da990286c8,datasets\raw\face_detection\images\train\00ed80da990286c8.jpg,datasets\raw\face_detection\labels\train\00ed80da990286c8.txt,face_detection,face_detection,train,True
00ef71f8bbd3c94e,datasets\raw\face_detection\images\train\00ef71f8bbd3c94e.jpg,datasets\raw\face_detection\labels\train\00ef71f8bbd3c94e.txt,face_detection,face_detection,train,True
00f0f9f57af52fd6,datasets\raw\face_detection\images\train\00f0f9f57af52fd6.jpg,datasets\raw\face_detection\labels\train\00f0f9f57af52fd6.txt,face_detection,face_detection,train,True
00f49e57cb847940,datasets\raw\face_detection\images\train\00f49e57cb847940.jpg,datasets\raw\face_detection\labels\train\00f49e57cb847940.txt,face_detection,face_detection,train,True
00f93ea6ad1515e3,datasets\raw\face_detection\images\train\00f93ea6ad1515e3.jpg,datasets\raw\face_detection\labels\train\00f93ea6ad1515e3.txt,face_detection,face_detection,train,True
010358505561fadf,datasets\raw\face_detection\images\train\010358505561fadf.jpg,datasets\raw\face_detection\labels\train\010358505561fadf.txt,face_detection,face_detection,train,True
0106e273d2de08be,datasets\raw\face_detection\images\train\0106e273d2de08be.jpg,datasets\raw\face_detection\labels\train\0106e273d2de08be.txt,face_detection,face_detection,train,True
0109d5b68d065e51,datasets\raw\face_detection\images\train\0109d5b68d065e51.jpg,datasets\raw\face_detection\labels\train\0109d5b68d065e51.txt,face_detection,face_detection,train,True
0109ddc73a14dc5e,datasets\raw\face_detection\images\train\0109ddc73a14dc5e.jpg,datasets\raw\face_detection\labels\train\0109ddc73a14dc5e.txt,face_detection,face_detection,train,True
010f2c5d32861385,datasets\raw\face_detection\images\train\010f2c5d32861385.jpg,datasets\raw\face_detection\labels\train\010f2c5d32861385.txt,face_detection,face_detection,train,True
0110963c381ee786,datasets\raw\face_detection\images\train\0110963c381ee786.jpg,datasets\raw\face_detection\labels\train\0110963c381ee786.txt,face_detection,face_detection,train,True
01138c332ee8714a,datasets\raw\face_detection\images\train\01138c332ee8714a.jpg,datasets\raw\face_detection\labels\train\01138c332ee8714a.txt,face_detection,face_detection,train,True
0113b4305dc85a2a,datasets\raw\face_detection\images\train\0113b4305dc85a2a.jpg,datasets\raw\face_detection\labels\train\0113b4305dc85a2a.txt,face_detection,face_detection,train,True
0115a11822303c20,datasets\raw\face_detection\images\train\0115a11822303c20.jpg,datasets\raw\face_detection\labels\train\0115a11822303c20.txt,face_detection,face_detection,train,True
011870e1ced4424a,datasets\raw\face_detection\images\train\011870e1ced4424a.jpg,datasets\raw\face_detection\labels\train\011870e1ced4424a.txt,face_detection,face_detection,train,True
011a313e8cdea5f1,datasets\raw\face_detection\images\train\011a313e8cdea5f1.jpg,datasets\raw\face_detection\labels\train\011a313e8cdea5f1.txt,face_detection,face_detection,train,True
012380f37bb3dc66,datasets\raw\face_detection\images\train\012380f37bb3dc66.jpg,datasets\raw\face_detection\labels\train\012380f37bb3dc66.txt,face_detection,face_detection,train,True
01263259eb6d08f6,datasets\raw\face_detection\images\train\01263259eb6d08f6.jpg,datasets\raw\face_detection\labels\train\01263259eb6d08f6.txt,face_detection,face_detection,train,True
013081e727131bf6,datasets\raw\face_detection\images\train\013081e727131bf6.jpg,datasets\raw\face_detection\labels\train\013081e727131bf6.txt,face_detection,face_detection,train,True
0137cfb8d7ced019,datasets\raw\face_detection\images\train\0137cfb8d7ced019.jpg,datasets\raw\face_detection\labels\train\0137cfb8d7ced019.txt,face_detection,face_detection,train,True
0138586efb210408,datasets\raw\face_detection\images\train\0138586efb210408.jpg,datasets\raw\face_detection\labels\train\0138586efb210408.txt,face_detection,face_detection,train,True
013ab488b46ff062,datasets\raw\face_detection\images\train\013ab488b46ff062.jpg,datasets\raw\face_detection\labels\train\013ab488b46ff062.txt,face_detection,face_detection,train,True
013fcb0b139837a7,datasets\raw\face_detection\images\train\013fcb0b139837a7.jpg,datasets\raw\face_detection\labels\train\013fcb0b139837a7.txt,face_detection,face_detection,train,True
014167c93ce1d58e,datasets\raw\face_detection\images\train\014167c93ce1d58e.jpg,datasets\raw\face_detection\labels\train\014167c93ce1d58e.txt,face_detection,face_detection,train,True
0141b4ad546b8f39,datasets\raw\face_detection\images\train\0141b4ad546b8f39.jpg,datasets\raw\face_detection\labels\train\0141b4ad546b8f39.txt,face_detection,face_detection,train,True
014e3a2cdce420e1,datasets\raw\face_detection\images\train\014e3a2cdce420e1.jpg,datasets\raw\face_detection\labels\train\014e3a2cdce420e1.txt,face_detection,face_detection,train,True
014f62e185624356,datasets\raw\face_detection\images\train\014f62e185624356.jpg,datasets\raw\face_detection\labels\train\014f62e185624356.txt,face_detection,face_detection,train,True
0152f29036844456,datasets\raw\face_detection\images\train\0152f29036844456.jpg,datasets\raw\face_detection\labels\train\0152f29036844456.txt,face_detection,face_detection,train,True
015b4f049147990b,datasets\raw\face_detection\images\train\015b4f049147990b.jpg,datasets\raw\face_detection\labels\train\015b4f049147990b.txt,face_detection,face_detection,train,True
015c2e9170199bfd,datasets\raw\face_detection\images\train\015c2e9170199bfd.jpg,datasets\raw\face_detection\labels\train\015c2e9170199bfd.txt,face_detection,face_detection,train,True
01676c765b858826,datasets\raw\face_detection\images\train\01676c765b858826.jpg,datasets\raw\face_detection\labels\train\01676c765b858826.txt,face_detection,face_detection,train,True
016a5a0a0ab7ac70,datasets\raw\face_detection\images\train\016a5a0a0ab7ac70.jpg,datasets\raw\face_detection\labels\train\016a5a0a0ab7ac70.txt,face_detection,face_detection,train,True
016f9dada0d772b0,datasets\raw\face_detection\images\train\016f9dada0d772b0.jpg,datasets\raw\face_detection\labels\train\016f9dada0d772b0.txt,face_detection,face_detection,train,True
017883b14bc57cca,datasets\raw\face_detection\images\train\017883b14bc57cca.jpg,datasets\raw\face_detection\labels\train\017883b14bc57cca.txt,face_detection,face_detection,train,True
017a9b3e82da2196,datasets\raw\face_detection\images\train\017a9b3e82da2196.jpg,datasets\raw\face_detection\labels\train\017a9b3e82da2196.txt,face_detection,face_detection,train,True
0188ec8e63673331,datasets\raw\face_detection\images\train\0188ec8e63673331.jpg,datasets\raw\face_detection\labels\train\0188ec8e63673331.txt,face_detection,face_detection,train,True
018cc788a501df7d,datasets\raw\face_detection\images\train\018cc788a501df7d.jpg,datasets\raw\face_detection\labels\train\018cc788a501df7d.txt,face_detection,face_detection,train,True
018df9c149eec552,datasets\raw\face_detection\images\train\018df9c149eec552.jpg,datasets\raw\face_detection\labels\train\018df9c149eec552.txt,face_detection,face_detection,train,True
018f2ea1116d4d65,datasets\raw\face_detection\images\train\018f2ea1116d4d65.jpg,datasets\raw\face_detection\labels\train\018f2ea1116d4d65.txt,face_detection,face_detection,train,True
01907a6b2376c526,datasets\raw\face_detection\images\train\01907a6b2376c526.jpg,datasets\raw\face_detection\labels\train\01907a6b2376c526.txt,face_detection,face_detection,train,True
0190f75c0d0fc20d,datasets\raw\face_detection\images\train\0190f75c0d0fc20d.jpg,datasets\raw\face_detection\labels\train\0190f75c0d0fc20d.txt,face_detection,face_detection,train,True
0191ee1cfc15d501,datasets\raw\face_detection\images\train\0191ee1cfc15d501.jpg,datasets\raw\face_detection\labels\train\0191ee1cfc15d501.txt,face_detection,face_detection,train,True
0192a891c966bf5b,datasets\raw\face_detection\images\train\0192a891c966bf5b.jpg,datasets\raw\face_detection\labels\train\0192a891c966bf5b.txt,face_detection,face_detection,train,True
019665f35e78d8ff,datasets\raw\face_detection\images\train\019665f35e78d8ff.jpg,datasets\raw\face_detection\labels\train\019665f35e78d8ff.txt,face_detection,face_detection,train,True
019a3a8a75b8a87d,datasets\raw\face_detection\images\train\019a3a8a75b8a87d.jpg,datasets\raw\face_detection\labels\train\019a3a8a75b8a87d.txt,face_detection,face_detection,train,True
01a44d58ff1000ed,datasets\raw\face_detection\images\train\01a44d58ff1000ed.jpg,datasets\raw\face_detection\labels\train\01a44d58ff1000ed.txt,face_detection,face_detection,train,True
01a7f7d2bf63744d,datasets\raw\face_detection\images\train\01a7f7d2bf63744d.jpg,datasets\raw\face_detection\labels\train\01a7f7d2bf63744d.txt,face_detection,face_detection,train,True
01a8e44bb54baa9e,datasets\raw\face_detection\images\train\01a8e44bb54baa9e.jpg,datasets\raw\face_detection\labels\train\01a8e44bb54baa9e.txt,face_detection,face_detection,train,True
01ae3b71fa767fb6,datasets\raw\face_detection\images\train\01ae3b71fa767fb6.jpg,datasets\raw\face_detection\labels\train\01ae3b71fa767fb6.txt,face_detection,face_detection,train,True
01af94a000cb01cc,datasets\raw\face_detection\images\train\01af94a000cb01cc.jpg,datasets\raw\face_detection\labels\train\01af94a000cb01cc.txt,face_detection,face_detection,train,True
01b124c6dd3bf58c,datasets\raw\face_detection\images\train\01b124c6dd3bf58c.jpg,datasets\raw\face_detection\labels\train\01b124c6dd3bf58c.txt,face_detection,face_detection,train,True
01b94e426e929390,datasets\raw\face_detection\images\train\01b94e426e929390.jpg,datasets\raw\face_detection\labels\train\01b94e426e929390.txt,face_detection,face_detection,train,True
01bbf1b6a15a4917,datasets\raw\face_detection\images\train\01bbf1b6a15a4917.jpg,datasets\raw\face_detection\labels\train\01bbf1b6a15a4917.txt,face_detection,face_detection,train,True
01bf3810ec9dfbef,datasets\raw\face_detection\images\train\01bf3810ec9dfbef.jpg,datasets\raw\face_detection\labels\train\01bf3810ec9dfbef.txt,face_detection,face_detection,train,True
01bfd23dd9e69c10,datasets\raw\face_detection\images\train\01bfd23dd9e69c10.jpg,datasets\raw\face_detection\labels\train\01bfd23dd9e69c10.txt,face_detection,face_detection,train,True
01c032eb33bd1321,datasets\raw\face_detection\images\train\01c032eb33bd1321.jpg,datasets\raw\face_detection\labels\train\01c032eb33bd1321.txt,face_detection,face_detection,train,True
01c4869596cb69b0,datasets\raw\face_detection\images\train\01c4869596cb69b0.jpg,datasets\raw\face_detection\labels\train\01c4869596cb69b0.txt,face_detection,face_detection,train,True
01c65e9fc2806201,datasets\raw\face_detection\images\train\01c65e9fc2806201.jpg,datasets\raw\face_detection\labels\train\01c65e9fc2806201.txt,face_detection,face_detection,train,True
01c7ffc7c8d62d7b,datasets\raw\face_detection\images\train\01c7ffc7c8d62d7b.jpg,datasets\raw\face_detection\labels\train\01c7ffc7c8d62d7b.txt,face_detection,face_detection,train,True
01c947cfbf64aa56,datasets\raw\face_detection\images\train\01c947cfbf64aa56.jpg,datasets\raw\face_detection\labels\train\01c947cfbf64aa56.txt,face_detection,face_detection,train,True
01c981e9e7b72fde,datasets\raw\face_detection\images\train\01c981e9e7b72fde.jpg,datasets\raw\face_detection\labels\train\01c981e9e7b72fde.txt,face_detection,face_detection,train,True
01d4f6455ae54942,datasets\raw\face_detection\images\train\01d4f6455ae54942.jpg,datasets\raw\face_detection\labels\train\01d4f6455ae54942.txt,face_detection,face_detection,train,True
01d523d09f4b6143,datasets\raw\face_detection\images\train\01d523d09f4b6143.jpg,datasets\raw\face_detection\labels\train\01d523d09f4b6143.txt,face_detection,face_detection,train,True
01d908fddd0022c5,datasets\raw\face_detection\images\train\01d908fddd0022c5.jpg,datasets\raw\face_detection\labels\train\01d908fddd0022c5.txt,face_detection,face_detection,train,True
01da124f1e52ffce,datasets\raw\face_detection\images\train\01da124f1e52ffce.jpg,datasets\raw\face_detection\labels\train\01da124f1e52ffce.txt,face_detection,face_detection,train,True
01da49f56ff51231,datasets\raw\face_detection\images\train\01da49f56ff51231.jpg,datasets\raw\face_detection\labels\train\01da49f56ff51231.txt,face_detection,face_detection,train,True
01db8898e1817d9e,datasets\raw\face_detection\images\train\01db8898e1817d9e.jpg,datasets\raw\face_detection\labels\train\01db8898e1817d9e.txt,face_detection,face_detection,train,True
01e2eba5a0893c6c,datasets\raw\face_detection\images\train\01e2eba5a0893c6c.jpg,datasets\raw\face_detection\labels\train\01e2eba5a0893c6c.txt,face_detection,face_detection,train,True
01e725290cd65942,datasets\raw\face_detection\images\train\01e725290cd65942.jpg,datasets\raw\face_detection\labels\train\01e725290cd65942.txt,face_detection,face_detection,train,True
01eeaa434a81605f,datasets\raw\face_detection\images\train\01eeaa434a81605f.jpg,datasets\raw\face_detection\labels\train\01eeaa434a81605f.txt,face_detection,face_detection,train,True
01f0b7fa67502b68,datasets\raw\face_detection\images\train\01f0b7fa67502b68.jpg,datasets\raw\face_detection\labels\train\01f0b7fa67502b68.txt,face_detection,face_detection,train,True
01f37f9a2a897d15,datasets\raw\face_detection\images\train\01f37f9a2a897d15.jpg,datasets\raw\face_detection\labels\train\01f37f9a2a897d15.txt,face_detection,face_detection,train,True
01f5e802375a7d23,datasets\raw\face_detection\images\train\01f5e802375a7d23.jpg,datasets\raw\face_detection\labels\train\01f5e802375a7d23.txt,face_detection,face_detection,train,True
01f727a5b234f98d,datasets\raw\face_detection\images\train\01f727a5b234f98d.jpg,datasets\raw\face_detection\labels\train\01f727a5b234f98d.txt,face_detection,face_detection,train,True
01fbd133102a2985,datasets\raw\face_detection\images\train\01fbd133102a2985.jpg,datasets\raw\face_detection\labels\train\01fbd133102a2985.txt,face_detection,face_detection,train,True
01fe247c329106b2,datasets\raw\face_detection\images\train\01fe247c329106b2.jpg,datasets\raw\face_detection\labels\train\01fe247c329106b2.txt,face_detection,face_detection,train,True
01ffa019d7530d38,datasets\raw\face_detection\images\train\01ffa019d7530d38.jpg,datasets\raw\face_detection\labels\train\01ffa019d7530d38.txt,face_detection,face_detection,train,True
02008e3bfa987b0e,datasets\raw\face_detection\images\train\02008e3bfa987b0e.jpg,datasets\raw\face_detection\labels\train\02008e3bfa987b0e.txt,face_detection,face_detection,train,True
0201e36c9815c3ce,datasets\raw\face_detection\images\train\0201e36c9815c3ce.jpg,datasets\raw\face_detection\labels\train\0201e36c9815c3ce.txt,face_detection,face_detection,train,True
0207c114388a0b1f,datasets\raw\face_detection\images\train\0207c114388a0b1f.jpg,datasets\raw\face_detection\labels\train\0207c114388a0b1f.txt,face_detection,face_detection,train,True
020c7ff88c6a3df2,datasets\raw\face_detection\images\train\020c7ff88c6a3df2.jpg,datasets\raw\face_detection\labels\train\020c7ff88c6a3df2.txt,face_detection,face_detection,train,True
021083214a5530f7,datasets\raw\face_detection\images\train\021083214a5530f7.jpg,datasets\raw\face_detection\labels\train\021083214a5530f7.txt,face_detection,face_detection,train,True
021252ddbe85f156,datasets\raw\face_detection\images\train\021252ddbe85f156.jpg,datasets\raw\face_detection\labels\train\021252ddbe85f156.txt,face_detection,face_detection,train,True
021acaca32e0bf08,datasets\raw\face_detection\images\train\021acaca32e0bf08.jpg,datasets\raw\face_detection\labels\train\021acaca32e0bf08.txt,face_detection,face_detection,train,True
021fbb417ded1360,datasets\raw\face_detection\images\train\021fbb417ded1360.jpg,datasets\raw\face_detection\labels\train\021fbb417ded1360.txt,face_detection,face_detection,train,True
022cc31e0bad6ca0,datasets\raw\face_detection\images\train\022cc31e0bad6ca0.jpg,datasets\raw\face_detection\labels\train\022cc31e0bad6ca0.txt,face_detection,face_detection,train,True
022ea14de5ba935b,datasets\raw\face_detection\images\train\022ea14de5ba935b.jpg,datasets\raw\face_detection\labels\train\022ea14de5ba935b.txt,face_detection,face_detection,train,True
022ea519db431824,datasets\raw\face_detection\images\train\022ea519db431824.jpg,datasets\raw\face_detection\labels\train\022ea519db431824.txt,face_detection,face_detection,train,True
023652a755e7dcb0,datasets\raw\face_detection\images\train\023652a755e7dcb0.jpg,datasets\raw\face_detection\labels\train\023652a755e7dcb0.txt,face_detection,face_detection,train,True
0239191431863f64,datasets\raw\face_detection\images\train\0239191431863f64.jpg,datasets\raw\face_detection\labels\train\0239191431863f64.txt,face_detection,face_detection,train,True
023ab12555b4f09b,datasets\raw\face_detection\images\train\023ab12555b4f09b.jpg,datasets\raw\face_detection\labels\train\023ab12555b4f09b.txt,face_detection,face_detection,train,True
0240b71aa67f0d10,datasets\raw\face_detection\images\train\0240b71aa67f0d10.jpg,datasets\raw\face_detection\labels\train\0240b71aa67f0d10.txt,face_detection,face_detection,train,True
0247353808684c03,datasets\raw\face_detection\images\train\0247353808684c03.jpg,datasets\raw\face_detection\labels\train\0247353808684c03.txt,face_detection,face_detection,train,True
024dd7662c118b31,datasets\raw\face_detection\images\train\024dd7662c118b31.jpg,datasets\raw\face_detection\labels\train\024dd7662c118b31.txt,face_detection,face_detection,train,True
