image_id,image_path,dataset_name,task,split,Arched_Eyebrows,Bushy_Eyebrows,Narrow_Eyes,Big_Lips,Big_Nose,Pointy_Nose,High_Cheekbones,Oval_Face
000084,datasets\processed\celeba\images\000084.jpg,celeba,facial_attributes,unassigned,0,0,0,0,0,0,0,0
000085,datasets\processed\celeba\images\000085.jpg,celeba,facial_attributes,unassigned,1,0,0,0,0,0,1,0
000086,datasets\processed\celeba\images\000086.jpg,celeba,facial_attributes,unassigned,1,0,0,1,0,0,0,0
000087,datasets\processed\celeba\images\000087.jpg,celeba,facial_attributes,unassigned,1,0,0,1,0,1,1,0
000088,datasets\processed\celeba\images\000088.jpg,celeba,facial_attributes,unassigned,0,0,0,0,0,0,0,0
000089,datasets\processed\celeba\images\000089.jpg,celeba,facial_attributes,unassigned,0,0,0,1,0,1,0,0
000090,datasets\processed\celeba\images\000090.jpg,celeba,facial_attributes,unassigned,0,0,0,0,0,0,0,0
000091,datasets\processed\celeba\images\000091.jpg,celeba,facial_attributes,unassigned,0,0,1,0,0,0,0,0
000092,datasets\processed\celeba\images\000092.jpg,celeba,facial_attributes,unassigned,0,0,0,0,0,0,1,0
000093,datasets\processed\celeba\images\000093.jpg,celeba,facial_attributes,unassigned,0,0,0,1,0,0,0,0
000094,datasets\processed\celeba\images\000094.jpg,celeba,facial_attributes,unassigned,1,0,0,0,0,1,1,0
000095,datasets\processed\celeba\images\000095.jpg,celeba,facial_attributes,unassigned,0,0,0,0,0,0,0,1
000096,datasets\processed\celeba\images\000096.jpg,celeba,facial_attributes,unassigned,0,0,0,1,0,0,0,0
000097,datasets\processed\celeba\images\000097.jpg,celeba,facial_attributes,unassigned,1,0,0,1,0,1,0,0
000098,datasets\processed\celeba\images\000098.jpg,celeba,facial_attributes,unassigned,1,0,0,0,0,0,0,0
000099,datasets\processed\celeba\images\000099.jpg,celeba,facial_attributes,unassigned,0,0,0,0,0,0,1,1
000100,datasets\processed\celeba\images\000100.jpg,celeba,facial_attributes,unassigned,0,0,0,1,0,0,1,0
000101,datasets\processed\celeba\images\000101.jpg,celeba,facial_attributes,unassigned,1,0,0,0,0,0,1,0
000102,datasets\processed\celeba\images\000102.jpg,celeba,facial_attributes,unassigned,0,0,0,0,0,1,0,0
000103,datasets\processed\celeba\images\000103.jpg,celeba,facial_attributes,unassigned,1,0,0,1,0,0,0,1
000104,datasets\processed\celeba\images\000104.jpg,celeba,facial_attributes,unassigned,0,0,1,0,1,0,1,0
000105,datasets\processed\celeba\images\000105.jpg,celeba,facial_attributes,unassigned,0,0,0,0,0,0,0,0
000106,datasets\processed\celeba\images\000106.jpg,celeba,facial_attributes,unassigned,0,0,0,1,0,1,1,0
000107,datasets\processed\celeba\images\000107.jpg,celeba,facial_attributes,unassigned,0,0,0,1,0,1,1,0
000108,datasets\processed\celeba\images\000108.jpg,celeba,facial_attributes,unassigned,1,0,0,0,0,1,1,1
000109,datasets\processed\celeba\images\000109.jpg,celeba,facial_attributes,unassigned,0,0,0,0,0,0,0,0
000110,datasets\processed\celeba\images\000110.jpg,celeba,facial_attributes,unassigned,0,0,0,0,0,0,1,0
000111,datasets\processed\celeba\images\000111.jpg,celeba,facial_attributes,unassigned,0,0,1,1,0,0,1,0
000112,datasets\processed\celeba\images\000112.jpg,celeba,facial_attributes,unassigned,0,0,0,0,0,0,1,1
000113,datasets\processed\celeba\images\000113.jpg,celeba,facial_attributes,unassigned,0,0,0,0,0,0,1,1
000114,datasets\processed\celeba\images\000114.jpg,celeba,facial_attributes,unassigned,0,1,0,1,1,0,0,0
000115,datasets\processed\celeba\images\000115.jpg,celeba,facial_attributes,unassigned,0,0,0,0,0,0,0,0
000116,datasets\processed\celeba\images\000116.jpg,celeba,facial_attributes,unassigned,0,1,0,0,1,0,1,0
000117,datasets\processed\celeba\images\000117.jpg,celeba,facial_attributes,unassigned,1,0,0,1,1,1,0,0
000118,datasets\processed\celeba\images\000118.jpg,celeba,facial_attributes,unassigned,0,0,0,0,0,1,1,1
000119,datasets\processed\celeba\images\000119.jpg,celeba,facial_attributes,unassigned,0,0,0,0,0,1,0,0
000120,datasets\processed\celeba\images\000120.jpg,celeba,facial_attributes,unassigned,0,0,0,0,0,1,0,0
000121,datasets\processed\celeba\images\000121.jpg,celeba,facial_attributes,unassigned,0,0,0,1,0,1,1,1
000122,datasets\processed\celeba\images\000122.jpg,celeba,facial_attributes,unassigned,1,0,0,1,1,0,1,0
000123,datasets\processed\celeba\images\000123.jpg,celeba,facial_attributes,unassigned,0,0,0,0,0,0,0,0
000124,datasets\processed\celeba\images\000124.jpg,celeba,facial_attributes,unassigned,0,0,0,0,0,1,0,0
000125,datasets\processed\celeba\images\000125.jpg,celeba,facial_attributes,unassigned,0,1,0,0,1,1,0,0
000126,datasets\processed\celeba\images\000126.jpg,celeba,facial_attributes,unassigned,1,0,0,1,0,1,1,1
000127,datasets\processed\celeba\images\000127.jpg,celeba,facial_attributes,unassigned,0,0,0,0,0,1,1,0
000128,datasets\processed\celeba\images\000128.jpg,celeba,facial_attributes,unassigned,1,0,0,0,0,0,0,0
000129,datasets\processed\celeba\images\000129.jpg,celeba,facial_attributes,unassigned,0,1,0,0,0,1,0,0
000130,datasets\processed\celeba\images\000130.jpg,celeba,facial_attributes,unassigned,0,0,0,0,0,1,1,0
000131,datasets\processed\celeba\images\000131.jpg,celeba,facial_attributes,unassigned,0,1,0,1,0,0,1,0
000132,datasets\processed\celeba\images\000132.jpg,celeba,facial_attributes,unassigned,1,1,0,0,1,0,1,1
000133,datasets\processed\celeba\images\000133.jpg,celeba,facial_attributes,unassigned,1,0,0,1,1,0,1,1
000134,datasets\processed\celeba\images\000134.jpg,celeba,facial_attributes,unassigned,0,0,0,1,1,0,1,0
000135,datasets\processed\celeba\images\000135.jpg,celeba,facial_attributes,unassigned,0,1,0,0,1,0,1,0
000136,datasets\processed\celeba\images\000136.jpg,celeba,facial_attributes,unassigned,0,1,0,0,0,1,0,0
000137,datasets\processed\celeba\images\000137.jpg,celeba,facial_attributes,unassigned,0,0,0,0,0,0,1,0
000138,datasets\processed\celeba\images\000138.jpg,celeba,facial_attributes,unassigned,0,0,0,0,1,0,0,0
000139,datasets\processed\celeba\images\000139.jpg,celeba,facial_attributes,unassigned,0,0,0,0,0,0,0,0
000140,datasets\processed\celeba\images\000140.jpg,celeba,facial_attributes,unassigned,1,0,0,0,0,0,0,0
000141,datasets\processed\celeba\images\000141.jpg,celeba,facial_attributes,unassigned,1,0,0,0,0,1,1,1
000142,datasets\processed\celeba\images\000142.jpg,celeba,facial_attributes,unassigned,1,0,1,0,0,0,0,0
000143,datasets\processed\celeba\images\000143.jpg,celeba,facial_attributes,unassigned,0,0,0,0,0,1,0,0
000144,datasets\processed\celeba\images\000144.jpg,celeba,facial_attributes,unassigned,0,0,0,0,0,0,0,0
000145,datasets\processed\celeba\images\000145.jpg,celeba,facial_attributes,unassigned,0,0,1,1,0,0,1,0
000146,datasets\processed\celeba\images\000146.jpg,celeba,facial_attributes,unassigned,0,0,0,0,0,1,0,0
000147,datasets\processed\celeba\images\000147.jpg,celeba,facial_attributes,unassigned,1,0,0,0,0,0,0,0
000148,datasets\processed\celeba\images\000148.jpg,celeba,facial_attributes,unassigned,1,0,0,0,0,1,0,1
000149,datasets\processed\celeba\images\000149.jpg,celeba,facial_attributes,unassigned,0,0,0,0,0,0,0,0
000150,datasets\processed\celeba\images\000150.jpg,celeba,facial_attributes,unassigned,0,0,0,0,0,1,0,0
000151,datasets\processed\celeba\images\000151.jpg,celeba,facial_attributes,unassigned,1,1,0,0,0,0,1,1
000152,datasets\processed\celeba\images\000152.jpg,celeba,facial_attributes,unassigned,0,0,0,0,0,0,1,0
000153,datasets\processed\celeba\images\000153.jpg,celeba,facial_attributes,unassigned,0,0,0,0,1,1,1,0
000154,datasets\processed\celeba\images\000154.jpg,celeba,facial_attributes,unassigned,0,0,0,0,0,0,0,0
000155,datasets\processed\celeba\images\000155.jpg,celeba,facial_attributes,unassigned,1,0,0,1,1,1,1,1
000156,datasets\processed\celeba\images\000156.jpg,celeba,facial_attributes,unassigned,0,0,0,0,0,0,1,1
000157,datasets\processed\celeba\images\000157.jpg,celeba,facial_attributes,unassigned,0,0,0,0,0,0,0,0
000158,datasets\processed\celeba\images\000158.jpg,celeba,facial_attributes,unassigned,0,0,1,0,1,0,0,0
000159,datasets\processed\celeba\images\000159.jpg,celeba,facial_attributes,unassigned,0,0,0,0,0,1,0,0
000160,datasets\processed\celeba\images\000160.jpg,celeba,facial_attributes,unassigned,0,0,0,0,1,1,0,0
000161,datasets\processed\celeba\images\000161.jpg,celeba,facial_attributes,unassigned,1,0,1,1,0,0,1,0
000162,datasets\processed\celeba\images\000162.jpg,celeba,facial_attributes,unassigned,1,0,0,0,0,0,1,0
000163,datasets\processed\celeba\images\000163.jpg,celeba,facial_attributes,unassigned,0,1,0,1,0,1,0,0
000164,datasets\processed\celeba\images\000164.jpg,celeba,facial_attributes,unassigned,0,0,0,0,0,0,0,0
000165,datasets\processed\celeba\images\000165.jpg,celeba,facial_attributes,unassigned,1,0,0,0,0,1,0,0
000166,datasets\processed\celeba\images\000166.jpg,celeba,facial_attributes,unassigned,0,0,0,0,1,0,0,0
000167,datasets\processed\celeba\images\000167.jpg,celeba,facial_attributes,unassigned,0,0,0,0,0,0,0,0
000168,datasets\processed\celeba\images\000168.jpg,celeba,facial_attributes,unassigned,1,1,0,0,1,1,1,0
000169,datasets\processed\celeba\images\000169.jpg,celeba,facial_attributes,unassigned,0,0,0,1,0,0,1,1
000170,datasets\processed\celeba\images\000170.jpg,celeba,facial_attributes,unassigned,0,0,0,0,0,0,1,1
000171,datasets\processed\celeba\images\000171.jpg,celeba,facial_attributes,unassigned,0,1,0,0,0,0,0,0
000172,datasets\processed\celeba\images\000172.jpg,celeba,facial_attributes,unassigned,0,0,0,0,0,0,1,1
000173,datasets\processed\celeba\images\000173.jpg,celeba,facial_attributes,unassigned,0,0,0,0,1,0,1,1
000174,datasets\processed\celeba\images\000174.jpg,celeba,facial_attributes,unassigned,1,0,0,0,1,0,1,0
000175,datasets\processed\celeba\images\000175.jpg,celeba,facial_attributes,unassigned,0,0,0,0,0,0,1,1
000176,datasets\processed\celeba\images\000176.jpg,celeba,facial_attributes,unassigned,0,0,0,0,0,0,1,1
000177,datasets\processed\celeba\images\000177.jpg,celeba,facial_attributes,unassigned,1,0,0,1,0,1,0,0
000178,datasets\processed\celeba\images\000178.jpg,celeba,facial_attributes,unassigned,0,0,0,0,0,1,1,0
000179,datasets\processed\celeba\images\000179.jpg,celeba,facial_attributes,unassigned,0,0,1,1,0,0,1,0
000180,datasets\processed\celeba\images\000180.jpg,celeba,facial_attributes,unassigned,0,1,0,0,0,1,1,0
000181,datasets\processed\celeba\images\000181.jpg,celeba,facial_attributes,unassigned,0,1,1,0,1,0,1,0
000182,datasets\processed\celeba\images\000182.jpg,celeba,facial_attributes,unassigned,0,1,0,1,1,0,0,1
000183,datasets\processed\celeba\images\000183.jpg,celeba,facial_attributes,unassigned,1,0,0,0,1,0,1,0
000184,datasets\processed\celeba\images\000184.jpg,celeba,facial_attributes,unassigned,0,0,1,0,0,1,0,0
000185,datasets\processed\celeba\images\000185.jpg,celeba,facial_attributes,unassigned,1,0,0,1,0,1,0,0
000186,datasets\processed\celeba\images\000186.jpg,celeba,facial_attributes,unassigned,0,0,0,0,0,0,1,0
000187,datasets\processed\celeba\images\000187.jpg,celeba,facial_attributes,unassigned,0,1,0,0,0,0,1,0
000188,datasets\processed\celeba\images\000188.jpg,celeba,facial_attributes,unassigned,0,0,0,0,1,0,0,0
000189,datasets\processed\celeba\images\000189.jpg,celeba,facial_attributes,unassigned,0,0,0,1,1,0,1,0
000190,datasets\processed\celeba\images\000190.jpg,celeba,facial_attributes,unassigned,1,0,0,0,0,0,0,0
000191,datasets\processed\celeba\images\000191.jpg,celeba,facial_attributes,unassigned,0,0,0,0,0,1,1,1
000192,datasets\processed\celeba\images\000192.jpg,celeba,facial_attributes,unassigned,0,0,0,1,0,0,1,0
000193,datasets\processed\celeba\images\000193.jpg,celeba,facial_attributes,unassigned,0,0,0,0,0,0,0,1
000194,datasets\processed\celeba\images\000194.jpg,celeba,facial_attributes,unassigned,0,0,0,0,0,0,1,1
000195,datasets\processed\celeba\images\000195.jpg,celeba,facial_attributes,unassigned,0,0,0,0,1,0,0,0
000196,datasets\processed\celeba\images\000196.jpg,celeba,facial_attributes,unassigned,1,0,0,0,1,0,1,0
000197,datasets\processed\celeba\images\000197.jpg,celeba,facial_attributes,unassigned,0,1,1,0,0,1,1,0
000198,datasets\processed\celeba\images\000198.jpg,celeba,facial_attributes,unassigned,1,0,0,0,0,0,1,0
000199,datasets\processed\celeba\images\000199.jpg,celeba,facial_attributes,unassigned,0,0,0,0,0,0,0,0
000200,datasets\processed\celeba\images\000200.jpg,celeba,facial_attributes,unassigned,0,0,0,0,0,0,0,0
000201,datasets\processed\celeba\images\000201.jpg,celeba,facial_attributes,unassigned,1,0,0,0,0,1,0,0
000202,datasets\processed\celeba\images\000202.jpg,celeba,facial_attributes,unassigned,0,0,0,0,0,0,0,1
000203,datasets\processed\celeba\images\000203.jpg,celeba,facial_attributes,unassigned,0,1,1,0,1,1,0,0
000204,datasets\processed\celeba\images\000204.jpg,celeba,facial_attributes,unassigned,0,0,0,0,0,0,1,1
000205,datasets\processed\celeba\images\000205.jpg,celeba,facial_attributes,unassigned,0,1,0,0,1,0,0,0
000206,datasets\processed\celeba\images\000206.jpg,celeba,facial_attributes,unassigned,0,1,1,0,0,1,0,0
000207,datasets\processed\celeba\images\000207.jpg,celeba,facial_attributes,unassigned,0,0,0,0,0,0,0,0
000208,datasets\processed\celeba\images\000208.jpg,celeba,facial_attributes,unassigned,0,0,0,0,0,0,0,0
000209,datasets\processed\celeba\images\000209.jpg,celeba,facial_attributes,unassigned,0,0,0,0,1,1,1,0
000210,datasets\processed\celeba\images\000210.jpg,celeba,facial_attributes,unassigned,0,0,0,0,0,0,0,1
000211,datasets\processed\celeba\images\000211.jpg,celeba,facial_attributes,unassigned,0,0,0,0,0,0,0,1
000212,datasets\processed\celeba\images\000212.jpg,celeba,facial_attributes,unassigned,0,1,0,1,1,0,0,0
000213,datasets\processed\celeba\images\000213.jpg,celeba,facial_attributes,unassigned,0,0,0,0,0,0,1,0
000214,datasets\processed\celeba\images\000214.jpg,celeba,facial_attributes,unassigned,0,1,0,1,1,0,1,0
000215,datasets\processed\celeba\images\000215.jpg,celeba,facial_attributes,unassigned,0,0,0,0,0,1,0,0
000216,datasets\processed\celeba\images\000216.jpg,celeba,facial_attributes,unassigned,1,0,0,0,1,0,0,0
000217,datasets\processed\celeba\images\000217.jpg,celeba,facial_attributes,unassigned,0,0,0,0,0,0,1,1
000218,datasets\processed\celeba\images\000218.jpg,celeba,facial_attributes,unassigned,0,0,0,0,0,0,1,0
000219,datasets\processed\celeba\images\000219.jpg,celeba,facial_attributes,unassigned,0,0,0,0,0,1,0,0
000220,datasets\processed\celeba\images\000220.jpg,celeba,facial_attributes,unassigned,1,0,0,0,0,0,0,0
000221,datasets\processed\celeba\images\000221.jpg,celeba,facial_attributes,unassigned,0,0,0,0,1,0,0,0
000222,datasets\processed\celeba\images\000222.jpg,celeba,facial_attributes,unassigned,1,0,0,0,0,0,0,1
000223,datasets\processed\celeba\images\000223.jpg,celeba,facial_attributes,unassigned,0,0,0,0,0,1,1,0
000224,datasets\processed\celeba\images\000224.jpg,celeba,facial_attributes,unassigned,0,0,0,0,1,1,0,0
000225,datasets\processed\celeba\images\000225.jpg,celeba,facial_attributes,unassigned,1,0,0,0,0,0,1,0
000226,datasets\processed\celeba\images\000226.jpg,celeba,facial_attributes,unassigned,0,0,0,0,1,0,1,1
000227,datasets\processed\celeba\images\000227.jpg,celeba,facial_attributes,unassigned,0,0,0,0,0,1,0,0
000228,datasets\processed\celeba\images\000228.jpg,celeba,facial_attributes,unassigned,0,0,0,0,0,1,1,1
000229,datasets\processed\celeba\images\000229.jpg,celeba,facial_attributes,unassigned,0,0,0,0,0,1,0,1
000230,datasets\processed\celeba\images\000230.jpg,celeba,facial_attributes,unassigned,0,1,0,0,0,0,1,1
000231,datasets\processed\celeba\images\000231.jpg,celeba,facial_attributes,unassigned,1,0,0,1,0,1,0,0
000232,datasets\processed\celeba\images\000232.jpg,celeba,facial_attributes,unassigned,0,0,0,0,1,0,1,0
000233,datasets\processed\celeba\images\000233.jpg,celeba,facial_attributes,unassigned,1,0,1,0,0,0,0,0
000234,datasets\processed\celeba\images\000234.jpg,celeba,facial_attributes,unassigned,0,0,0,0,1,1,0,0
000235,datasets\processed\celeba\images\000235.jpg,celeba,facial_attributes,unassigned,0,0,0,0,0,0,0,0
000236,datasets\processed\celeba\images\000236.jpg,celeba,facial_attributes,unassigned,0,0,0,0,0,0,0,1
000237,datasets\processed\celeba\images\000237.jpg,celeba,facial_attributes,unassigned,0,0,0,0,1,0,0,0
000238,datasets\processed\celeba\images\000238.jpg,celeba,facial_attributes,unassigned,0,0,0,0,0,1,0,0
000239,datasets\processed\celeba\images\000239.jpg,celeba,facial_attributes,unassigned,1,0,0,0,0,1,1,0
000240,datasets\processed\celeba\images\000240.jpg,celeba,facial_attributes,unassigned,0,0,0,0,0,0,0,0
000241,datasets\processed\celeba\images\000241.jpg,celeba,facial_attributes,unassigned,0,0,1,0,0,0,1,0
000242,datasets\processed\celeba\images\000242.jpg,celeba,facial_attributes,unassigned,0,0,0,0,1,0,0,0
000243,datasets\processed\celeba\images\000243.jpg,celeba,facial_attributes,unassigned,0,0,0,0,0,1,0,0
000244,datasets\processed\celeba\images\000244.jpg,celeba,facial_attributes,unassigned,0,0,0,1,1,1,0,0
000245,datasets\processed\celeba\images\000245.jpg,celeba,facial_attributes,unassigned,0,1,0,0,0,0,1,0
000246,datasets\processed\celeba\images\000246.jpg,celeba,facial_attributes,unassigned,1,0,0,0,0,0,0,0
000247,datasets\processed\celeba\images\000247.jpg,celeba,facial_attributes,unassigned,0,0,1,0,0,0,1,1
000248,datasets\processed\celeba\images\000248.jpg,celeba,facial_attributes,unassigned,0,0,0,0,0,0,0,0
000249,datasets\processed\celeba\images\000249.jpg,celeba,facial_attributes,unassigned,1,0,0,1,0,0,1,1
000250,datasets\processed\celeba\images\000250.jpg,celeba,facial_attributes,unassigned,1,1,0,1,1,0,0,0
000251,datasets\processed\celeba\images\000251.jpg,celeba,facial_attributes,unassigned,0,0,0,0,0,0,0,0
