image_id,image_path,dataset_name,task,split,acne_severity
levle0_146,datasets\raw\acne04\JPEGImages\levle0_146.jpg,acne04,acne_severity,unassigned,0
levle0_147,datasets\raw\acne04\JPEGImages\levle0_147.jpg,acne04,acne_severity,unassigned,0
levle0_148,datasets\raw\acne04\JPEGImages\levle0_148.jpg,acne04,acne_severity,unassigned,0
levle0_149,datasets\raw\acne04\JPEGImages\levle0_149.jpg,acne04,acne_severity,unassigned,0
levle0_15,datasets\raw\acne04\JPEGImages\levle0_15.jpg,acne04,acne_severity,unassigned,0
levle0_150,datasets\raw\acne04\JPEGImages\levle0_150.jpg,acne04,acne_severity,unassigned,0
levle0_151,datasets\raw\acne04\JPEGImages\levle0_151.jpg,acne04,acne_severity,unassigned,0
levle0_152,datasets\raw\acne04\JPEGImages\levle0_152.jpg,acne04,acne_severity,unassigned,0
levle0_153,datasets\raw\acne04\JPEGImages\levle0_153.jpg,acne04,acne_severity,unassigned,0
levle0_154,datasets\raw\acne04\JPEGImages\levle0_154.jpg,acne04,acne_severity,unassigned,0
levle0_155,datasets\raw\acne04\JPEGImages\levle0_155.jpg,acne04,acne_severity,unassigned,0
levle0_156,datasets\raw\acne04\JPEGImages\levle0_156.jpg,acne04,acne_severity,unassigned,0
levle0_157,datasets\raw\acne04\JPEGImages\levle0_157.jpg,acne04,acne_severity,unassigned,0
levle0_158,datasets\raw\acne04\JPEGImages\levle0_158.jpg,acne04,acne_severity,unassigned,0
levle0_159,datasets\raw\acne04\JPEGImages\levle0_159.jpg,acne04,acne_severity,unassigned,0
levle0_16,datasets\raw\acne04\JPEGImages\levle0_16.jpg,acne04,acne_severity,unassigned,0
levle0_160,datasets\raw\acne04\JPEGImages\levle0_160.jpg,acne04,acne_severity,unassigned,0
levle0_161,datasets\raw\acne04\JPEGImages\levle0_161.jpg,acne04,acne_severity,unassigned,0
levle0_162,datasets\raw\acne04\JPEGImages\levle0_162.jpg,acne04,acne_severity,unassigned,0
levle0_163,datasets\raw\acne04\JPEGImages\levle0_163.jpg,acne04,acne_severity,unassigned,0
levle0_164,datasets\raw\acne04\JPEGImages\levle0_164.jpg,acne04,acne_severity,unassigned,0
levle0_165,datasets\raw\acne04\JPEGImages\levle0_165.jpg,acne04,acne_severity,unassigned,0
levle0_166,datasets\raw\acne04\JPEGImages\levle0_166.jpg,acne04,acne_severity,unassigned,0
levle0_167,datasets\raw\acne04\JPEGImages\levle0_167.jpg,acne04,acne_severity,unassigned,0
levle0_168,datasets\raw\acne04\JPEGImages\levle0_168.jpg,acne04,acne_severity,unassigned,0
levle0_169,datasets\raw\acne04\JPEGImages\levle0_169.jpg,acne04,acne_severity,unassigned,0
levle0_17,datasets\raw\acne04\JPEGImages\levle0_17.jpg,acne04,acne_severity,unassigned,0
levle0_170,datasets\raw\acne04\JPEGImages\levle0_170.jpg,acne04,acne_severity,unassigned,0
levle0_171,datasets\raw\acne04\JPEGImages\levle0_171.jpg,acne04,acne_severity,unassigned,0
levle0_172,datasets\raw\acne04\JPEGImages\levle0_172.jpg,acne04,acne_severity,unassigned,0
levle0_173,datasets\raw\acne04\JPEGImages\levle0_173.jpg,acne04,acne_severity,unassigned,0
levle0_174,datasets\raw\acne04\JPEGImages\levle0_174.jpg,acne04,acne_severity,unassigned,0
levle0_175,datasets\raw\acne04\JPEGImages\levle0_175.jpg,acne04,acne_severity,unassigned,0
levle0_176,datasets\raw\acne04\JPEGImages\levle0_176.jpg,acne04,acne_severity,unassigned,0
levle0_177,datasets\raw\acne04\JPEGImages\levle0_177.jpg,acne04,acne_severity,unassigned,0
levle0_178,datasets\raw\acne04\JPEGImages\levle0_178.jpg,acne04,acne_severity,unassigned,0
levle0_179,datasets\raw\acne04\JPEGImages\levle0_179.jpg,acne04,acne_severity,unassigned,0
levle0_18,datasets\raw\acne04\JPEGImages\levle0_18.jpg,acne04,acne_severity,unassigned,0
levle0_180,datasets\raw\acne04\JPEGImages\levle0_180.jpg,acne04,acne_severity,unassigned,0
levle0_181,datasets\raw\acne04\JPEGImages\levle0_181.jpg,acne04,acne_severity,unassigned,0
levle0_182,datasets\raw\acne04\JPEGImages\levle0_182.jpg,acne04,acne_severity,unassigned,0
levle0_183,datasets\raw\acne04\JPEGImages\levle0_183.jpg,acne04,acne_severity,unassigned,0
levle0_184,datasets\raw\acne04\JPEGImages\levle0_184.jpg,acne04,acne_severity,unassigned,0
levle0_185,datasets\raw\acne04\JPEGImages\levle0_185.jpg,acne04,acne_severity,unassigned,0
levle0_186,datasets\raw\acne04\JPEGImages\levle0_186.jpg,acne04,acne_severity,unassigned,0
levle0_187,datasets\raw\acne04\JPEGImages\levle0_187.jpg,acne04,acne_severity,unassigned,0
levle0_188,datasets\raw\acne04\JPEGImages\levle0_188.jpg,acne04,acne_severity,unassigned,0
levle0_189,datasets\raw\acne04\JPEGImages\levle0_189.jpg,acne04,acne_severity,unassigned,0
levle0_19,datasets\raw\acne04\JPEGImages\levle0_19.jpg,acne04,acne_severity,unassigned,0
levle0_190,datasets\raw\acne04\JPEGImages\levle0_190.jpg,acne04,acne_severity,unassigned,0
levle0_192,datasets\raw\acne04\JPEGImages\levle0_192.jpg,acne04,acne_severity,unassigned,0
levle0_193,datasets\raw\acne04\JPEGImages\levle0_193.jpg,acne04,acne_severity,unassigned,0
levle0_194,datasets\raw\acne04\JPEGImages\levle0_194.jpg,acne04,acne_severity,unassigned,0
levle0_195,datasets\raw\acne04\JPEGImages\levle0_195.jpg,acne04,acne_severity,unassigned,0
levle0_196,datasets\raw\acne04\JPEGImages\levle0_196.jpg,acne04,acne_severity,unassigned,0
levle0_197,datasets\raw\acne04\JPEGImages\levle0_197.jpg,acne04,acne_severity,unassigned,0
levle0_198,datasets\raw\acne04\JPEGImages\levle0_198.jpg,acne04,acne_severity,unassigned,0
levle0_2,datasets\raw\acne04\JPEGImages\levle0_2.jpg,acne04,acne_severity,unassigned,0
levle0_20,datasets\raw\acne04\JPEGImages\levle0_20.jpg,acne04,acne_severity,unassigned,0
levle0_202,datasets\raw\acne04\JPEGImages\levle0_202.jpg,acne04,acne_severity,unassigned,0
levle0_203,datasets\raw\acne04\JPEGImages\levle0_203.jpg,acne04,acne_severity,unassigned,0
levle0_204,datasets\raw\acne04\JPEGImages\levle0_204.jpg,acne04,acne_severity,unassigned,0
levle0_205,datasets\raw\acne04\JPEGImages\levle0_205.jpg,acne04,acne_severity,unassigned,0
levle0_206,datasets\raw\acne04\JPEGImages\levle0_206.jpg,acne04,acne_severity,unassigned,0
levle0_207,datasets\raw\acne04\JPEGImages\levle0_207.jpg,acne04,acne_severity,unassigned,0
levle0_209,datasets\raw\acne04\JPEGImages\levle0_209.jpg,acne04,acne_severity,unassigned,0
levle0_21,datasets\raw\acne04\JPEGImages\levle0_21.jpg,acne04,acne_severity,unassigned,0
levle0_210,datasets\raw\acne04\JPEGImages\levle0_210.jpg,acne04,acne_severity,unassigned,0
levle0_211,datasets\raw\acne04\JPEGImages\levle0_211.jpg,acne04,acne_severity,unassigned,0
levle0_212,datasets\raw\acne04\JPEGImages\levle0_212.jpg,acne04,acne_severity,unassigned,0
levle0_213,datasets\raw\acne04\JPEGImages\levle0_213.jpg,acne04,acne_severity,unassigned,0
levle0_214,datasets\raw\acne04\JPEGImages\levle0_214.jpg,acne04,acne_severity,unassigned,0
levle0_215,datasets\raw\acne04\JPEGImages\levle0_215.jpg,acne04,acne_severity,unassigned,0
levle0_216,datasets\raw\acne04\JPEGImages\levle0_216.jpg,acne04,acne_severity,unassigned,0
levle0_217,datasets\raw\acne04\JPEGImages\levle0_217.jpg,acne04,acne_severity,unassigned,0
levle0_218,datasets\raw\acne04\JPEGImages\levle0_218.jpg,acne04,acne_severity,unassigned,0
levle0_219,datasets\raw\acne04\JPEGImages\levle0_219.jpg,acne04,acne_severity,unassigned,0
levle0_22,datasets\raw\acne04\JPEGImages\levle0_22.jpg,acne04,acne_severity,unassigned,0
levle0_220,datasets\raw\acne04\JPEGImages\levle0_220.jpg,acne04,acne_severity,unassigned,0
levle0_221,datasets\raw\acne04\JPEGImages\levle0_221.jpg,acne04,acne_severity,unassigned,0
levle0_222,datasets\raw\acne04\JPEGImages\levle0_222.jpg,acne04,acne_severity,unassigned,0
levle0_223,datasets\raw\acne04\JPEGImages\levle0_223.jpg,acne04,acne_severity,unassigned,0
levle0_224,datasets\raw\acne04\JPEGImages\levle0_224.jpg,acne04,acne_severity,unassigned,0
levle0_225,datasets\raw\acne04\JPEGImages\levle0_225.jpg,acne04,acne_severity,unassigned,0
levle0_226,datasets\raw\acne04\JPEGImages\levle0_226.jpg,acne04,acne_severity,unassigned,0
levle0_227,datasets\raw\acne04\JPEGImages\levle0_227.jpg,acne04,acne_severity,unassigned,0
levle0_228,datasets\raw\acne04\JPEGImages\levle0_228.jpg,acne04,acne_severity,unassigned,0
levle0_229,datasets\raw\acne04\JPEGImages\levle0_229.jpg,acne04,acne_severity,unassigned,0
levle0_23,datasets\raw\acne04\JPEGImages\levle0_23.jpg,acne04,acne_severity,unassigned,0
levle0_230,datasets\raw\acne04\JPEGImages\levle0_230.jpg,acne04,acne_severity,unassigned,0
levle0_231,datasets\raw\acne04\JPEGImages\levle0_231.jpg,acne04,acne_severity,unassigned,0
levle0_232,datasets\raw\acne04\JPEGImages\levle0_232.jpg,acne04,acne_severity,unassigned,0
levle0_233,datasets\raw\acne04\JPEGImages\levle0_233.jpg,acne04,acne_severity,unassigned,0
levle0_234,datasets\raw\acne04\JPEGImages\levle0_234.jpg,acne04,acne_severity,unassigned,0
levle0_235,datasets\raw\acne04\JPEGImages\levle0_235.jpg,acne04,acne_severity,unassigned,0
levle0_236,datasets\raw\acne04\JPEGImages\levle0_236.jpg,acne04,acne_severity,unassigned,0
levle0_238,datasets\raw\acne04\JPEGImages\levle0_238.jpg,acne04,acne_severity,unassigned,0
levle0_239,datasets\raw\acne04\JPEGImages\levle0_239.jpg,acne04,acne_severity,unassigned,0
levle0_24,datasets\raw\acne04\JPEGImages\levle0_24.jpg,acne04,acne_severity,unassigned,0
levle0_240,datasets\raw\acne04\JPEGImages\levle0_240.jpg,acne04,acne_severity,unassigned,0
levle0_241,datasets\raw\acne04\JPEGImages\levle0_241.jpg,acne04,acne_severity,unassigned,0
levle0_242,datasets\raw\acne04\JPEGImages\levle0_242.jpg,acne04,acne_severity,unassigned,0
levle0_243,datasets\raw\acne04\JPEGImages\levle0_243.jpg,acne04,acne_severity,unassigned,0
levle0_244,datasets\raw\acne04\JPEGImages\levle0_244.jpg,acne04,acne_severity,unassigned,0
levle0_245,datasets\raw\acne04\JPEGImages\levle0_245.jpg,acne04,acne_severity,unassigned,0
levle0_246,datasets\raw\acne04\JPEGImages\levle0_246.jpg,acne04,acne_severity,unassigned,0
levle0_247,datasets\raw\acne04\JPEGImages\levle0_247.jpg,acne04,acne_severity,unassigned,0
levle0_248,datasets\raw\acne04\JPEGImages\levle0_248.jpg,acne04,acne_severity,unassigned,0
levle0_249,datasets\raw\acne04\JPEGImages\levle0_249.jpg,acne04,acne_severity,unassigned,0
levle0_25,datasets\raw\acne04\JPEGImages\levle0_25.jpg,acne04,acne_severity,unassigned,0
levle0_250,datasets\raw\acne04\JPEGImages\levle0_250.jpg,acne04,acne_severity,unassigned,0
levle0_251,datasets\raw\acne04\JPEGImages\levle0_251.jpg,acne04,acne_severity,unassigned,0
levle0_252,datasets\raw\acne04\JPEGImages\levle0_252.jpg,acne04,acne_severity,unassigned,0
levle0_253,datasets\raw\acne04\JPEGImages\levle0_253.jpg,acne04,acne_severity,unassigned,0
levle0_255,datasets\raw\acne04\JPEGImages\levle0_255.jpg,acne04,acne_severity,unassigned,0
levle0_256,datasets\raw\acne04\JPEGImages\levle0_256.jpg,acne04,acne_severity,unassigned,0
levle0_257,datasets\raw\acne04\JPEGImages\levle0_257.jpg,acne04,acne_severity,unassigned,0
levle0_258,datasets\raw\acne04\JPEGImages\levle0_258.jpg,acne04,acne_severity,unassigned,0
levle0_259,datasets\raw\acne04\JPEGImages\levle0_259.jpg,acne04,acne_severity,unassigned,0
levle0_26,datasets\raw\acne04\JPEGImages\levle0_26.jpg,acne04,acne_severity,unassigned,0
levle0_260,datasets\raw\acne04\JPEGImages\levle0_260.jpg,acne04,acne_severity,unassigned,0
levle0_261,datasets\raw\acne04\JPEGImages\levle0_261.jpg,acne04,acne_severity,unassigned,0
levle0_263,datasets\raw\acne04\JPEGImages\levle0_263.jpg,acne04,acne_severity,unassigned,0
levle0_264,datasets\raw\acne04\JPEGImages\levle0_264.jpg,acne04,acne_severity,unassigned,0
levle0_265,datasets\raw\acne04\JPEGImages\levle0_265.jpg,acne04,acne_severity,unassigned,0
levle0_266,datasets\raw\acne04\JPEGImages\levle0_266.jpg,acne04,acne_severity,unassigned,0
levle0_267,datasets\raw\acne04\JPEGImages\levle0_267.jpg,acne04,acne_severity,unassigned,0
levle0_268,datasets\raw\acne04\JPEGImages\levle0_268.jpg,acne04,acne_severity,unassigned,0
levle0_269,datasets\raw\acne04\JPEGImages\levle0_269.jpg,acne04,acne_severity,unassigned,0
levle0_27,datasets\raw\acne04\JPEGImages\levle0_27.jpg,acne04,acne_severity,unassigned,0
levle0_270,datasets\raw\acne04\JPEGImages\levle0_270.jpg,acne04,acne_severity,unassigned,0
levle0_271,datasets\raw\acne04\JPEGImages\levle0_271.jpg,acne04,acne_severity,unassigned,0
levle0_272,datasets\raw\acne04\JPEGImages\levle0_272.jpg,acne04,acne_severity,unassigned,0
levle0_273,datasets\raw\acne04\JPEGImages\levle0_273.jpg,acne04,acne_severity,unassigned,0
levle0_274,datasets\raw\acne04\JPEGImages\levle0_274.jpg,acne04,acne_severity,unassigned,0
levle0_275,datasets\raw\acne04\JPEGImages\levle0_275.jpg,acne04,acne_severity,unassigned,0
levle0_276,datasets\raw\acne04\JPEGImages\levle0_276.jpg,acne04,acne_severity,unassigned,0
levle0_277,datasets\raw\acne04\JPEGImages\levle0_277.jpg,acne04,acne_severity,unassigned,0
levle0_278,datasets\raw\acne04\JPEGImages\levle0_278.jpg,acne04,acne_severity,unassigned,0
levle0_279,datasets\raw\acne04\JPEGImages\levle0_279.jpg,acne04,acne_severity,unassigned,0
levle0_28,datasets\raw\acne04\JPEGImages\levle0_28.jpg,acne04,acne_severity,unassigned,0
levle0_280,datasets\raw\acne04\JPEGImages\levle0_280.jpg,acne04,acne_severity,unassigned,0
levle0_281,datasets\raw\acne04\JPEGImages\levle0_281.jpg,acne04,acne_severity,unassigned,0
levle0_282,datasets\raw\acne04\JPEGImages\levle0_282.jpg,acne04,acne_severity,unassigned,0
levle0_283,datasets\raw\acne04\JPEGImages\levle0_283.jpg,acne04,acne_severity,unassigned,0
levle0_284,datasets\raw\acne04\JPEGImages\levle0_284.jpg,acne04,acne_severity,unassigned,0
levle0_285,datasets\raw\acne04\JPEGImages\levle0_285.jpg,acne04,acne_severity,unassigned,0
levle0_286,datasets\raw\acne04\JPEGImages\levle0_286.jpg,acne04,acne_severity,unassigned,0
levle0_287,datasets\raw\acne04\JPEGImages\levle0_287.jpg,acne04,acne_severity,unassigned,0
levle0_288,datasets\raw\acne04\JPEGImages\levle0_288.jpg,acne04,acne_severity,unassigned,0
levle0_289,datasets\raw\acne04\JPEGImages\levle0_289.jpg,acne04,acne_severity,unassigned,0
levle0_290,datasets\raw\acne04\JPEGImages\levle0_290.jpg,acne04,acne_severity,unassigned,0
levle0_291,datasets\raw\acne04\JPEGImages\levle0_291.jpg,acne04,acne_severity,unassigned,0
levle0_292,datasets\raw\acne04\JPEGImages\levle0_292.jpg,acne04,acne_severity,unassigned,0
levle0_293,datasets\raw\acne04\JPEGImages\levle0_293.jpg,acne04,acne_severity,unassigned,0
levle0_294,datasets\raw\acne04\JPEGImages\levle0_294.jpg,acne04,acne_severity,unassigned,0
levle0_295,datasets\raw\acne04\JPEGImages\levle0_295.jpg,acne04,acne_severity,unassigned,0
levle0_296,datasets\raw\acne04\JPEGImages\levle0_296.jpg,acne04,acne_severity,unassigned,0
levle0_297,datasets\raw\acne04\JPEGImages\levle0_297.jpg,acne04,acne_severity,unassigned,0
levle0_298,datasets\raw\acne04\JPEGImages\levle0_298.jpg,acne04,acne_severity,unassigned,0
levle0_299,datasets\raw\acne04\JPEGImages\levle0_299.jpg,acne04,acne_severity,unassigned,0
levle0_3,datasets\raw\acne04\JPEGImages\levle0_3.jpg,acne04,acne_severity,unassigned,0
levle0_300,datasets\raw\acne04\JPEGImages\levle0_300.jpg,acne04,acne_severity,unassigned,0
levle0_301,datasets\raw\acne04\JPEGImages\levle0_301.jpg,acne04,acne_severity,unassigned,0
levle0_302,datasets\raw\acne04\JPEGImages\levle0_302.jpg,acne04,acne_severity,unassigned,0
levle0_303,datasets\raw\acne04\JPEGImages\levle0_303.jpg,acne04,acne_severity,unassigned,0
levle0_304,datasets\raw\acne04\JPEGImages\levle0_304.jpg,acne04,acne_severity,unassigned,0
levle0_305,datasets\raw\acne04\JPEGImages\levle0_305.jpg,acne04,acne_severity,unassigned,0
levle0_306,datasets\raw\acne04\JPEGImages\levle0_306.jpg,acne04,acne_severity,unassigned,0
levle0_307,datasets\raw\acne04\JPEGImages\levle0_307.jpg,acne04,acne_severity,unassigned,0
levle0_308,datasets\raw\acne04\JPEGImages\levle0_308.jpg,acne04,acne_severity,unassigned,0
levle0_309,datasets\raw\acne04\JPEGImages\levle0_309.jpg,acne04,acne_severity,unassigned,0
levle0_31,datasets\raw\acne04\JPEGImages\levle0_31.jpg,acne04,acne_severity,unassigned,0
levle0_310,datasets\raw\acne04\JPEGImages\levle0_310.jpg,acne04,acne_severity,unassigned,0
levle0_311,datasets\raw\acne04\JPEGImages\levle0_311.jpg,acne04,acne_severity,unassigned,0
levle0_312,datasets\raw\acne04\JPEGImages\levle0_312.jpg,acne04,acne_severity,unassigned,0
levle0_313,datasets\raw\acne04\JPEGImages\levle0_313.jpg,acne04,acne_severity,unassigned,0
levle0_314,datasets\raw\acne04\JPEGImages\levle0_314.jpg,acne04,acne_severity,unassigned,0
levle0_315,datasets\raw\acne04\JPEGImages\levle0_315.jpg,acne04,acne_severity,unassigned,0
levle0_316,datasets\raw\acne04\JPEGImages\levle0_316.jpg,acne04,acne_severity,unassigned,0
levle0_317,datasets\raw\acne04\JPEGImages\levle0_317.jpg,acne04,acne_severity,unassigned,0
levle0_318,datasets\raw\acne04\JPEGImages\levle0_318.jpg,acne04,acne_severity,unassigned,0
levle0_319,datasets\raw\acne04\JPEGImages\levle0_319.jpg,acne04,acne_severity,unassigned,0
levle0_32,datasets\raw\acne04\JPEGImages\levle0_32.jpg,acne04,acne_severity,unassigned,0
levle0_320,datasets\raw\acne04\JPEGImages\levle0_320.jpg,acne04,acne_severity,unassigned,0
levle0_321,datasets\raw\acne04\JPEGImages\levle0_321.jpg,acne04,acne_severity,unassigned,0
levle0_322,datasets\raw\acne04\JPEGImages\levle0_322.jpg,acne04,acne_severity,unassigned,0
levle0_323,datasets\raw\acne04\JPEGImages\levle0_323.jpg,acne04,acne_severity,unassigned,0
levle0_324,datasets\raw\acne04\JPEGImages\levle0_324.jpg,acne04,acne_severity,unassigned,0
levle0_325,datasets\raw\acne04\JPEGImages\levle0_325.jpg,acne04,acne_severity,unassigned,0
levle0_326,datasets\raw\acne04\JPEGImages\levle0_326.jpg,acne04,acne_severity,unassigned,0
levle0_327,datasets\raw\acne04\JPEGImages\levle0_327.jpg,acne04,acne_severity,unassigned,0
levle0_328,datasets\raw\acne04\JPEGImages\levle0_328.jpg,acne04,acne_severity,unassigned,0
levle0_329,datasets\raw\acne04\JPEGImages\levle0_329.jpg,acne04,acne_severity,unassigned,0
levle0_33,datasets\raw\acne04\JPEGImages\levle0_33.jpg,acne04,acne_severity,unassigned,0
levle0_330,datasets\raw\acne04\JPEGImages\levle0_330.jpg,acne04,acne_severity,unassigned,0
levle0_331,datasets\raw\acne04\JPEGImages\levle0_331.jpg,acne04,acne_severity,unassigned,0
levle0_332,datasets\raw\acne04\JPEGImages\levle0_332.jpg,acne04,acne_severity,unassigned,0
levle0_334,datasets\raw\acne04\JPEGImages\levle0_334.jpg,acne04,acne_severity,unassigned,0
levle0_335,datasets\raw\acne04\JPEGImages\levle0_335.jpg,acne04,acne_severity,unassigned,0
levle0_336,datasets\raw\acne04\JPEGImages\levle0_336.jpg,acne04,acne_severity,unassigned,0
levle0_337,datasets\raw\acne04\JPEGImages\levle0_337.jpg,acne04,acne_severity,unassigned,0
levle0_338,datasets\raw\acne04\JPEGImages\levle0_338.jpg,acne04,acne_severity,unassigned,0
levle0_339,datasets\raw\acne04\JPEGImages\levle0_339.jpg,acne04,acne_severity,unassigned,0
levle0_34,datasets\raw\acne04\JPEGImages\levle0_34.jpg,acne04,acne_severity,unassigned,0
levle0_340,datasets\raw\acne04\JPEGImages\levle0_340.jpg,acne04,acne_severity,unassigned,0
levle0_341,datasets\raw\acne04\JPEGImages\levle0_341.jpg,acne04,acne_severity,unassigned,0
levle0_342,datasets\raw\acne04\JPEGImages\levle0_342.jpg,acne04,acne_severity,unassigned,0
levle0_343,datasets\raw\acne04\JPEGImages\levle0_343.jpg,acne04,acne_severity,unassigned,0
levle0_345,datasets\raw\acne04\JPEGImages\levle0_345.jpg,acne04,acne_severity,unassigned,0
levle0_346,datasets\raw\acne04\JPEGImages\levle0_346.jpg,acne04,acne_severity,unassigned,0
levle0_347,datasets\raw\acne04\JPEGImages\levle0_347.jpg,acne04,acne_severity,unassigned,0
levle0_349,datasets\raw\acne04\JPEGImages\levle0_349.jpg,acne04,acne_severity,unassigned,0
levle0_35,datasets\raw\acne04\JPEGImages\levle0_35.jpg,acne04,acne_severity,unassigned,0
levle0_350,datasets\raw\acne04\JPEGImages\levle0_350.jpg,acne04,acne_severity,unassigned,0
levle0_351,datasets\raw\acne04\JPEGImages\levle0_351.jpg,acne04,acne_severity,unassigned,0
levle0_353,datasets\raw\acne04\JPEGImages\levle0_353.jpg,acne04,acne_severity,unassigned,0
levle0_354,datasets\raw\acne04\JPEGImages\levle0_354.jpg,acne04,acne_severity,unassigned,0
levle0_355,datasets\raw\acne04\JPEGImages\levle0_355.jpg,acne04,acne_severity,unassigned,0
levle0_356,datasets\raw\acne04\JPEGImages\levle0_356.jpg,acne04,acne_severity,unassigned,0
levle0_357,datasets\raw\acne04\JPEGImages\levle0_357.jpg,acne04,acne_severity,unassigned,0
