image_id,image_path,dataset_name,task,split,portrait_score_raw,portrait_score,std,raters
AF1039,datasets\processed\scut_fbp5500\images\AF1039.jpg,scut_fbp5500,portrait_score,unassigned,4.2,4.2,0.731842346642351,60
AF104,datasets\processed\scut_fbp5500\images\AF104.jpg,scut_fbp5500,portrait_score,unassigned,2.833333333333333,2.833333333333333,0.5261522196019801,60
AF1040,datasets\processed\scut_fbp5500\images\AF1040.jpg,scut_fbp5500,portrait_score,unassigned,2.2333333333333334,2.2333333333333334,0.6731324866865128,60
AF1041,datasets\processed\scut_fbp5500\images\AF1041.jpg,scut_fbp5500,portrait_score,unassigned,2.3833333333333333,2.3833333333333333,0.6131791749276648,60
AF1042,datasets\processed\scut_fbp5500\images\AF1042.jpg,scut_fbp5500,portrait_score,unassigned,3.1166666666666667,3.1166666666666667,0.6661721329614916,60
AF1043,datasets\processed\scut_fbp5500\images\AF1043.jpg,scut_fbp5500,portrait_score,unassigned,2.5166666666666666,2.5166666666666666,0.650727537210172,60
AF1044,datasets\processed\scut_fbp5500\images\AF1044.jpg,scut_fbp5500,portrait_score,unassigned,2.9833333333333334,2.9833333333333334,0.6241378234003049,60
AF1045,datasets\processed\scut_fbp5500\images\AF1045.jpg,scut_fbp5500,portrait_score,unassigned,3.816666666666667,3.816666666666667,0.6762726024084973,60
AF1046,datasets\processed\scut_fbp5500\images\AF1046.jpg,scut_fbp5500,portrait_score,unassigned,2.283333333333333,2.283333333333333,0.6661721329614916,60
AF1047,datasets\processed\scut_fbp5500\images\AF1047.jpg,scut_fbp5500,portrait_score,unassigned,3.65,3.65,0.7089022308339535,60
AF1048,datasets\processed\scut_fbp5500\images\AF1048.jpg,scut_fbp5500,portrait_score,unassigned,3.15,3.15,0.5469483909592214,60
AF1049,datasets\processed\scut_fbp5500\images\AF1049.jpg,scut_fbp5500,portrait_score,unassigned,2.95,2.95,0.501692052213544,60
AF105,datasets\processed\scut_fbp5500\images\AF105.jpg,scut_fbp5500,portrait_score,unassigned,4.033333333333333,4.033333333333333,0.7122812876724767,60
AF1050,datasets\processed\scut_fbp5500\images\AF1050.jpg,scut_fbp5500,portrait_score,unassigned,3.183333333333333,3.183333333333333,0.7246662976417858,60
AF1051,datasets\processed\scut_fbp5500\images\AF1051.jpg,scut_fbp5500,portrait_score,unassigned,2.7,2.7,0.5908913118102866,60
AF1052,datasets\processed\scut_fbp5500\images\AF1052.jpg,scut_fbp5500,portrait_score,unassigned,2.783333333333333,2.783333333333333,0.7385663314751769,60
AF1053,datasets\processed\scut_fbp5500\images\AF1053.jpg,scut_fbp5500,portrait_score,unassigned,2.6666666666666665,2.6666666666666665,0.5724365605193374,60
AF1054,datasets\processed\scut_fbp5500\images\AF1054.jpg,scut_fbp5500,portrait_score,unassigned,3.216666666666667,3.216666666666667,0.7385663314751766,60
AF1055,datasets\processed\scut_fbp5500\images\AF1055.jpg,scut_fbp5500,portrait_score,unassigned,3.45,3.45,0.7231053560389409,60
AF1056,datasets\processed\scut_fbp5500\images\AF1056.jpg,scut_fbp5500,portrait_score,unassigned,4.216666666666667,4.216666666666667,0.6402241838994507,60
AF1057,datasets\processed\scut_fbp5500\images\AF1057.jpg,scut_fbp5500,portrait_score,unassigned,3.15,3.15,0.6057632809459261,60
AF1058,datasets\processed\scut_fbp5500\images\AF1058.jpg,scut_fbp5500,portrait_score,unassigned,3.783333333333333,3.783333333333333,0.761169186891749,60
AF1059,datasets\processed\scut_fbp5500\images\AF1059.jpg,scut_fbp5500,portrait_score,unassigned,3.033333333333333,3.033333333333333,0.485961101416971,60
AF106,datasets\processed\scut_fbp5500\images\AF106.jpg,scut_fbp5500,portrait_score,unassigned,3.033333333333333,3.033333333333333,0.4497331286503695,60
AF1060,datasets\processed\scut_fbp5500\images\AF1060.jpg,scut_fbp5500,portrait_score,unassigned,2.433333333333333,2.433333333333333,0.6731324866865127,60
AF1061,datasets\processed\scut_fbp5500\images\AF1061.jpg,scut_fbp5500,portrait_score,unassigned,2.7666666666666666,2.7666666666666666,0.6474635430261866,60
AF1062,datasets\processed\scut_fbp5500\images\AF1062.jpg,scut_fbp5500,portrait_score,unassigned,4.183333333333334,4.183333333333334,0.6762726024084974,60
AF1063,datasets\processed\scut_fbp5500\images\AF1063.jpg,scut_fbp5500,portrait_score,unassigned,4.316666666666666,4.316666666666666,0.650727537210172,60
AF1064,datasets\processed\scut_fbp5500\images\AF1064.jpg,scut_fbp5500,portrait_score,unassigned,3.883333333333333,3.883333333333333,0.7831199372753781,60
AF1065,datasets\processed\scut_fbp5500\images\AF1065.jpg,scut_fbp5500,portrait_score,unassigned,3.85,3.85,0.6593525329532484,60
AF1066,datasets\processed\scut_fbp5500\images\AF1066.jpg,scut_fbp5500,portrait_score,unassigned,1.6833333333333331,1.6833333333333331,0.6241378234003047,60
AF1067,datasets\processed\scut_fbp5500\images\AF1067.jpg,scut_fbp5500,portrait_score,unassigned,2.583333333333333,2.583333333333333,0.590652229740289,60
AF1068,datasets\processed\scut_fbp5500\images\AF1068.jpg,scut_fbp5500,portrait_score,unassigned,4.116666666666666,4.116666666666666,0.6131791749276648,60
AF1069,datasets\processed\scut_fbp5500\images\AF1069.jpg,scut_fbp5500,portrait_score,unassigned,3.183333333333333,3.183333333333333,0.6241378234003048,60
AF107,datasets\processed\scut_fbp5500\images\AF107.jpg,scut_fbp5500,portrait_score,unassigned,1.8833333333333333,1.8833333333333333,0.6911465950282972,60
AF1070,datasets\processed\scut_fbp5500\images\AF1070.jpg,scut_fbp5500,portrait_score,unassigned,2.5,2.5,0.6764814252025458,60
AF1071,datasets\processed\scut_fbp5500\images\AF1071.jpg,scut_fbp5500,portrait_score,unassigned,3.1333333333333333,3.1333333333333333,0.6234585511256954,60
AF1072,datasets\processed\scut_fbp5500\images\AF1072.jpg,scut_fbp5500,portrait_score,unassigned,3.2333333333333334,3.2333333333333334,0.6474635430261866,60
AF1073,datasets\processed\scut_fbp5500\images\AF1073.jpg,scut_fbp5500,portrait_score,unassigned,2.6666666666666665,2.6666666666666665,0.6013168224022631,60
AF1074,datasets\processed\scut_fbp5500\images\AF1074.jpg,scut_fbp5500,portrait_score,unassigned,3.1166666666666667,3.1166666666666667,0.5848849420870963,60
AF1075,datasets\processed\scut_fbp5500\images\AF1075.jpg,scut_fbp5500,portrait_score,unassigned,3.9,3.9,0.729522713718023,60
AF1076,datasets\processed\scut_fbp5500\images\AF1076.jpg,scut_fbp5500,portrait_score,unassigned,1.4,1.4,0.5584482131582669,60
AF1077,datasets\processed\scut_fbp5500\images\AF1077.jpg,scut_fbp5500,portrait_score,unassigned,3.1166666666666667,3.1166666666666667,0.761169186891749,60
AF1078,datasets\processed\scut_fbp5500\images\AF1078.jpg,scut_fbp5500,portrait_score,unassigned,3.4833333333333334,3.4833333333333334,0.6507275372101721,60
AF1079,datasets\processed\scut_fbp5500\images\AF1079.jpg,scut_fbp5500,portrait_score,unassigned,2.966666666666667,2.966666666666667,0.5196696038591648,60
AF108,datasets\processed\scut_fbp5500\images\AF108.jpg,scut_fbp5500,portrait_score,unassigned,2.783333333333333,2.783333333333333,0.7611691868917491,60
AF1080,datasets\processed\scut_fbp5500\images\AF1080.jpg,scut_fbp5500,portrait_score,unassigned,3.9166666666666665,3.9166666666666665,0.618682763281733,60
AF1081,datasets\processed\scut_fbp5500\images\AF1081.jpg,scut_fbp5500,portrait_score,unassigned,2.9,2.9,0.681473975776784,60
AF1082,datasets\processed\scut_fbp5500\images\AF1082.jpg,scut_fbp5500,portrait_score,unassigned,2.6333333333333333,2.6333333333333333,0.6097142055335258,60
AF1083,datasets\processed\scut_fbp5500\images\AF1083.jpg,scut_fbp5500,portrait_score,unassigned,4.4,4.4,0.5880159112340473,60
AF1084,datasets\processed\scut_fbp5500\images\AF1084.jpg,scut_fbp5500,portrait_score,unassigned,1.8333333333333333,1.8333333333333333,0.668077602989218,60
AF1085,datasets\processed\scut_fbp5500\images\AF1085.jpg,scut_fbp5500,portrait_score,unassigned,2.283333333333333,2.283333333333333,0.6911465950282972,60
AF1086,datasets\processed\scut_fbp5500\images\AF1086.jpg,scut_fbp5500,portrait_score,unassigned,3.65,3.65,0.7552079071691764,60
AF1087,datasets\processed\scut_fbp5500\images\AF1087.jpg,scut_fbp5500,portrait_score,unassigned,2.7666666666666666,2.7666666666666666,0.5325559305923083,60
AF1088,datasets\processed\scut_fbp5500\images\AF1088.jpg,scut_fbp5500,portrait_score,unassigned,3.8666666666666663,3.8666666666666663,0.5664838521990365,60
AF1089,datasets\processed\scut_fbp5500\images\AF1089.jpg,scut_fbp5500,portrait_score,unassigned,2.033333333333333,2.033333333333333,0.6880743620304536,60
AF109,datasets\processed\scut_fbp5500\images\AF109.jpg,scut_fbp5500,portrait_score,unassigned,2.333333333333333,2.333333333333333,0.6806444271116837,60
AF1090,datasets\processed\scut_fbp5500\images\AF1090.jpg,scut_fbp5500,portrait_score,unassigned,3.966666666666667,3.966666666666667,0.5812513288970897,60
AF1091,datasets\processed\scut_fbp5500\images\AF1091.jpg,scut_fbp5500,portrait_score,unassigned,2.9166666666666665,2.9166666666666665,0.618682763281733,60
AF1092,datasets\processed\scut_fbp5500\images\AF1092.jpg,scut_fbp5500,portrait_score,unassigned,2.25,2.25,0.6001412263171259,60
AF1093,datasets\processed\scut_fbp5500\images\AF1093.jpg,scut_fbp5500,portrait_score,unassigned,3.633333333333333,3.633333333333333,0.5812513288970896,60
AF1094,datasets\processed\scut_fbp5500\images\AF1094.jpg,scut_fbp5500,portrait_score,unassigned,4.066666666666666,4.066666666666666,0.6856066636017631,60
AF1095,datasets\processed\scut_fbp5500\images\AF1095.jpg,scut_fbp5500,portrait_score,unassigned,2.6666666666666665,2.6666666666666665,0.655269815475615,60
AF1096,datasets\processed\scut_fbp5500\images\AF1096.jpg,scut_fbp5500,portrait_score,unassigned,2.3666666666666667,2.3666666666666667,0.7122812876724768,60
AF1097,datasets\processed\scut_fbp5500\images\AF1097.jpg,scut_fbp5500,portrait_score,unassigned,2.466666666666667,2.466666666666667,0.6756457467795108,60
AF1098,datasets\processed\scut_fbp5500\images\AF1098.jpg,scut_fbp5500,portrait_score,unassigned,1.55,1.55,0.5944660045019181,60
AF1099,datasets\processed\scut_fbp5500\images\AF1099.jpg,scut_fbp5500,portrait_score,unassigned,4.183333333333334,4.183333333333334,0.650727537210172,60
AF11,datasets\processed\scut_fbp5500\images\AF11.jpg,scut_fbp5500,portrait_score,unassigned,2.316666666666667,2.316666666666667,0.6241378234003048,60
AF110,datasets\processed\scut_fbp5500\images\AF110.jpg,scut_fbp5500,portrait_score,unassigned,3.25,3.25,0.5407151573203144,60
AF1100,datasets\processed\scut_fbp5500\images\AF1100.jpg,scut_fbp5500,portrait_score,unassigned,2.6666666666666665,2.6666666666666665,0.50979113924206,60
AF1101,datasets\processed\scut_fbp5500\images\AF1101.jpg,scut_fbp5500,portrait_score,unassigned,3.8,3.8,0.731842346642351,60
AF1102,datasets\processed\scut_fbp5500\images\AF1102.jpg,scut_fbp5500,portrait_score,unassigned,3.8333333333333335,3.8333333333333335,0.668077602989218,60
AF1103,datasets\processed\scut_fbp5500\images\AF1103.jpg,scut_fbp5500,portrait_score,unassigned,3.05,3.05,0.4288336566604186,60
AF1104,datasets\processed\scut_fbp5500\images\AF1104.jpg,scut_fbp5500,portrait_score,unassigned,4.133333333333334,4.133333333333334,0.6234585511256955,60
AF1105,datasets\processed\scut_fbp5500\images\AF1105.jpg,scut_fbp5500,portrait_score,unassigned,1.7166666666666666,1.7166666666666666,0.7831199372753781,60
AF1106,datasets\processed\scut_fbp5500\images\AF1106.jpg,scut_fbp5500,portrait_score,unassigned,3.5166666666666666,3.5166666666666666,0.6507275372101721,60
AF1107,datasets\processed\scut_fbp5500\images\AF1107.jpg,scut_fbp5500,portrait_score,unassigned,4.216666666666667,4.216666666666667,0.5551505114790765,60
AF1108,datasets\processed\scut_fbp5500\images\AF1108.jpg,scut_fbp5500,portrait_score,unassigned,1.8666666666666667,1.8666666666666667,0.7240813388775701,60
AF1109,datasets\processed\scut_fbp5500\images\AF1109.jpg,scut_fbp5500,portrait_score,unassigned,3.883333333333333,3.883333333333333,0.6661721329614914,60
AF111,datasets\processed\scut_fbp5500\images\AF111.jpg,scut_fbp5500,portrait_score,unassigned,2.75,2.75,0.5084039498973099,60
AF1110,datasets\processed\scut_fbp5500\images\AF1110.jpg,scut_fbp5500,portrait_score,unassigned,4.233333333333333,4.233333333333333,0.5928004971139373,60
AF1111,datasets\processed\scut_fbp5500\images\AF1111.jpg,scut_fbp5500,portrait_score,unassigned,2.3833333333333333,2.3833333333333333,0.6661721329614916,60
AF1112,datasets\processed\scut_fbp5500\images\AF1112.jpg,scut_fbp5500,portrait_score,unassigned,4.233333333333333,4.233333333333333,0.6207340287621397,60
AF1113,datasets\processed\scut_fbp5500\images\AF1113.jpg,scut_fbp5500,portrait_score,unassigned,3.35,3.35,0.684575830567082,60
AF1114,datasets\processed\scut_fbp5500\images\AF1114.jpg,scut_fbp5500,portrait_score,unassigned,2.966666666666667,2.966666666666667,0.4103188783384258,60
AF1115,datasets\processed\scut_fbp5500\images\AF1115.jpg,scut_fbp5500,portrait_score,unassigned,4.016666666666667,4.016666666666667,0.624137823400305,60
AF1116,datasets\processed\scut_fbp5500\images\AF1116.jpg,scut_fbp5500,portrait_score,unassigned,4.016666666666667,4.016666666666667,0.6762726024084974,60
AF1117,datasets\processed\scut_fbp5500\images\AF1117.jpg,scut_fbp5500,portrait_score,unassigned,1.9666666666666663,1.9666666666666663,0.7356921488320418,60
AF1118,datasets\processed\scut_fbp5500\images\AF1118.jpg,scut_fbp5500,portrait_score,unassigned,1.8333333333333333,1.8333333333333333,0.668077602989218,60
AF1119,datasets\processed\scut_fbp5500\images\AF1119.jpg,scut_fbp5500,portrait_score,unassigned,2.7,2.7,0.5614750549117349,60
AF112,datasets\processed\scut_fbp5500\images\AF112.jpg,scut_fbp5500,portrait_score,unassigned,2.65,2.65,0.5469483909592215,60
AF1120,datasets\processed\scut_fbp5500\images\AF1120.jpg,scut_fbp5500,portrait_score,unassigned,2.9,2.9,0.4765696633943422,60
AF1121,datasets\processed\scut_fbp5500\images\AF1121.jpg,scut_fbp5500,portrait_score,unassigned,1.9666666666666663,1.9666666666666663,0.7583806715217979,60
AF1122,datasets\processed\scut_fbp5500\images\AF1122.jpg,scut_fbp5500,portrait_score,unassigned,3.6,3.6,0.717812118376484,60
AF1123,datasets\processed\scut_fbp5500\images\AF1123.jpg,scut_fbp5500,portrait_score,unassigned,2.5166666666666666,2.5166666666666666,0.5672313570575752,60
AF1124,datasets\processed\scut_fbp5500\images\AF1124.jpg,scut_fbp5500,portrait_score,unassigned,3.55,3.55,0.6992732304667881,60
AF1125,datasets\processed\scut_fbp5500\images\AF1125.jpg,scut_fbp5500,portrait_score,unassigned,2.75,2.75,0.5712015287450464,60
AF1126,datasets\processed\scut_fbp5500\images\AF1126.jpg,scut_fbp5500,portrait_score,unassigned,2.583333333333333,2.583333333333333,0.7431419023347087,60
AF1127,datasets\processed\scut_fbp5500\images\AF1127.jpg,scut_fbp5500,portrait_score,unassigned,2.8666666666666667,2.8666666666666667,0.4681976500881039,60
AF1128,datasets\processed\scut_fbp5500\images\AF1128.jpg,scut_fbp5500,portrait_score,unassigned,2.533333333333333,2.533333333333333,0.6500760494407536,60
AF1129,datasets\processed\scut_fbp5500\images\AF1129.jpg,scut_fbp5500,portrait_score,unassigned,4.166666666666667,4.166666666666667,0.7170246117012378,60
AF113,datasets\processed\scut_fbp5500\images\AF113.jpg,scut_fbp5500,portrait_score,unassigned,3.3666666666666667,3.3666666666666667,0.609714205533526,60
AF1130,datasets\processed\scut_fbp5500\images\AF1130.jpg,scut_fbp5500,portrait_score,unassigned,2.833333333333333,2.833333333333333,0.6422066478409216,60
AF1131,datasets\processed\scut_fbp5500\images\AF1131.jpg,scut_fbp5500,portrait_score,unassigned,3.066666666666667,3.066666666666667,0.6069279874259417,60
AF1132,datasets\processed\scut_fbp5500\images\AF1132.jpg,scut_fbp5500,portrait_score,unassigned,3.2333333333333334,3.2333333333333334,0.6731324866865127,60
AF1133,datasets\processed\scut_fbp5500\images\AF1133.jpg,scut_fbp5500,portrait_score,unassigned,3.2333333333333334,3.2333333333333334,0.5634839166238779,60
AF1134,datasets\processed\scut_fbp5500\images\AF1134.jpg,scut_fbp5500,portrait_score,unassigned,3.333333333333333,3.333333333333333,0.5420196589926082,60
AF1135,datasets\processed\scut_fbp5500\images\AF1135.jpg,scut_fbp5500,portrait_score,unassigned,3.4,3.4,0.8274936632457461,60
AF1136,datasets\processed\scut_fbp5500\images\AF1136.jpg,scut_fbp5500,portrait_score,unassigned,3.3666666666666667,3.3666666666666667,0.8430506884386227,60
AF1137,datasets\processed\scut_fbp5500\images\AF1137.jpg,scut_fbp5500,portrait_score,unassigned,2.7,2.7,0.6962368581968815,60
AF1138,datasets\processed\scut_fbp5500\images\AF1138.jpg,scut_fbp5500,portrait_score,unassigned,2.333333333333333,2.333333333333333,0.7051064751106302,60
AF1139,datasets\processed\scut_fbp5500\images\AF1139.jpg,scut_fbp5500,portrait_score,unassigned,2.8833333333333333,2.8833333333333333,0.5551505114790765,60
AF114,datasets\processed\scut_fbp5500\images\AF114.jpg,scut_fbp5500,portrait_score,unassigned,2.5166666666666666,2.5166666666666666,0.6762726024084973,60
AF1140,datasets\processed\scut_fbp5500\images\AF1140.jpg,scut_fbp5500,portrait_score,unassigned,3.9,3.9,0.8171882342333933,60
AF1141,datasets\processed\scut_fbp5500\images\AF1141.jpg,scut_fbp5500,portrait_score,unassigned,3.15,3.15,0.6057632809459261,60
AF1142,datasets\processed\scut_fbp5500\images\AF1142.jpg,scut_fbp5500,portrait_score,unassigned,2.6666666666666665,2.6666666666666665,0.6288721857330795,60
AF1143,datasets\processed\scut_fbp5500\images\AF1143.jpg,scut_fbp5500,portrait_score,unassigned,1.9833333333333332,1.9833333333333332,0.7008872504569528,60
AF1144,datasets\processed\scut_fbp5500\images\AF1144.jpg,scut_fbp5500,portrait_score,unassigned,2.716666666666667,2.716666666666667,0.5237306419436755,60
AF1145,datasets\processed\scut_fbp5500\images\AF1145.jpg,scut_fbp5500,portrait_score,unassigned,2.0166666666666666,2.0166666666666666,0.7246662976417858,60
AF1146,datasets\processed\scut_fbp5500\images\AF1146.jpg,scut_fbp5500,portrait_score,unassigned,3.1,3.1,0.602255647052628,60
AF1147,datasets\processed\scut_fbp5500\images\AF1147.jpg,scut_fbp5500,portrait_score,unassigned,3.55,3.55,0.5344092255369317,60
AF1148,datasets\processed\scut_fbp5500\images\AF1148.jpg,scut_fbp5500,portrait_score,unassigned,3.816666666666667,3.816666666666667,0.7476894729916953,60
AF1149,datasets\processed\scut_fbp5500\images\AF1149.jpg,scut_fbp5500,portrait_score,unassigned,3.5,3.5,0.6764814252025461,60
AF115,datasets\processed\scut_fbp5500\images\AF115.jpg,scut_fbp5500,portrait_score,unassigned,2.95,2.95,0.4288336566604185,60
AF1150,datasets\processed\scut_fbp5500\images\AF1150.jpg,scut_fbp5500,portrait_score,unassigned,2.9,2.9,0.6297699337786183,60
AF1151,datasets\processed\scut_fbp5500\images\AF1151.jpg,scut_fbp5500,portrait_score,unassigned,2.1666666666666665,2.1666666666666665,0.7628374033532983,60
AF1152,datasets\processed\scut_fbp5500\images\AF1152.jpg,scut_fbp5500,portrait_score,unassigned,3.3,3.3,0.7657941485582803,60
AF1153,datasets\processed\scut_fbp5500\images\AF1153.jpg,scut_fbp5500,portrait_score,unassigned,3.2666666666666666,3.2666666666666666,0.634239613242227,60
AF1154,datasets\processed\scut_fbp5500\images\AF1154.jpg,scut_fbp5500,portrait_score,unassigned,4.1,4.1,0.681473975776784,60
AF1155,datasets\processed\scut_fbp5500\images\AF1155.jpg,scut_fbp5500,portrait_score,unassigned,2.7666666666666666,2.7666666666666666,0.6207340287621397,60
AF1156,datasets\processed\scut_fbp5500\images\AF1156.jpg,scut_fbp5500,portrait_score,unassigned,4.183333333333334,4.183333333333334,0.650727537210172,60
AF1157,datasets\processed\scut_fbp5500\images\AF1157.jpg,scut_fbp5500,portrait_score,unassigned,3.0166666666666666,3.0166666666666666,0.5963637459756623,60
AF1158,datasets\processed\scut_fbp5500\images\AF1158.jpg,scut_fbp5500,portrait_score,unassigned,4.416666666666667,4.416666666666667,0.6186827632817329,60
AF1159,datasets\processed\scut_fbp5500\images\AF1159.jpg,scut_fbp5500,portrait_score,unassigned,3.983333333333333,3.983333333333333,0.700887250456953,60
AF116,datasets\processed\scut_fbp5500\images\AF116.jpg,scut_fbp5500,portrait_score,unassigned,1.9833333333333332,1.9833333333333332,0.7246662976417856,60
AF1160,datasets\processed\scut_fbp5500\images\AF1160.jpg,scut_fbp5500,portrait_score,unassigned,3.683333333333333,3.683333333333333,0.6241378234003047,60
