image_id,image_path,dataset_name,task,split,fitzpatrick_scale,fitzpatrick_centaur,label,nine_partition_label,three_partition_label,qc,url,url_alphanum
5bd4fcff50e9a50c529080f03ab824a7,datasets\raw\fitzpatrick17k\images\5bd4fcff50e9a50c529080f03ab824a7.jpg,fitzpatrick17k,skin_tone,unassigned,6,6,neurofibromatosis,genodermatoses,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/n/neurofibromatosis-von-reckling-hausen-syndrome/neurofibromatosis-von-reckling-hausen-syndrome37.jpg,httpwwwdermaamincomsiteimagesclinicalpicnneurofibromatosisvonrecklinghausensyndromeneurofibromatosisvonrecklinghausensyndrome37jpg.jpg
77a885f30ac2e7100dec35cdbfc9fa92,datasets\raw\fitzpatrick17k\images\77a885f30ac2e7100dec35cdbfc9fa92.jpg,fitzpatrick17k,skin_tone,unassigned,-1,-1,pediculosis lids,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/p/pediculosis-capitis/pediculosis-capitis3.jpg,httpwwwdermaamincomsiteimagesclinicalpicppediculosiscapitispediculosiscapitis3jpg.jpg
d2c77aa81ca884f99174471132bd3e24,datasets\raw\fitzpatrick17k\images\d2c77aa81ca884f99174471132bd3e24.jpg,fitzpatrick17k,skin_tone,unassigned,1,1,basal cell carcinoma,malignant epidermal,malignant,,https://www.dermaamin.com/site/images/clinical-pic/b/basal_cell_carcinoma/basal_cell_carcinoma33.jpg,httpwwwdermaamincomsiteimagesclinicalpicbbasalcellcarcinomabasalcellcarcinoma33jpg.jpg
e0c8193753f60351382d60934d4dbf1e,datasets\raw\fitzpatrick17k\images\e0c8193753f60351382d60934d4dbf1e.jpg,fitzpatrick17k,skin_tone,unassigned,5,5,pityriasis rubra pilaris,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/p/pityriasis_rubra_pilaris/pityriasis_rubra_pilaris62.jpg,httpwwwdermaamincomsiteimagesclinicalpicppityriasisrubrapilarispityriasisrubrapilaris62jpg.jpg
59ccb668671950ca657b6bc48213b763,datasets\raw\fitzpatrick17k\images\59ccb668671950ca657b6bc48213b763.jpg,fitzpatrick17k,skin_tone,unassigned,4,4,pityriasis rosea,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/p/pityriasis_rosea/pityriasis_rosea6.jpg,httpwwwdermaamincomsiteimagesclinicalpicppityriasisroseapityriasisrosea6jpg.jpg
a0adccb2c37a8ed14e0438ebf3d4f0d8,datasets\raw\fitzpatrick17k\images\a0adccb2c37a8ed14e0438ebf3d4f0d8.jpg,fitzpatrick17k,skin_tone,unassigned,4,3,livedo reticularis,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/L/livedo-reticularis/livedo-reticularis26.jpg,httpwwwdermaamincomsiteimagesclinicalpicLlivedoreticularislivedoreticularis26jpg.jpg
adc119731addaea687474d777ff1dc54,datasets\raw\fitzpatrick17k\images\adc119731addaea687474d777ff1dc54.jpg,fitzpatrick17k,skin_tone,unassigned,1,1,necrobiosis lipoidica,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/n/necrobiois-lipoidica-diabeticorum/necrobiois-lipoidica-diabeticorum55.jpg,httpwwwdermaamincomsiteimagesclinicalpicnnecrobioislipoidicadiabeticorumnecrobioislipoidicadiabeticorum55jpg.jpg
9a42fde8716c42154e9457180f08f9b0,datasets\raw\fitzpatrick17k\images\9a42fde8716c42154e9457180f08f9b0.jpg,fitzpatrick17k,skin_tone,unassigned,3,2,stevens johnson syndrome,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/s/stephen-johnson-syndrome/stephen-johnson-syndrome27.jpg,httpwwwdermaamincomsiteimagesclinicalpicsstephenjohnsonsyndromestephenjohnsonsyndrome27jpg.jpg
9fbbb6fad5bdbf9476be1ec573a49ff5,datasets\raw\fitzpatrick17k\images\9fbbb6fad5bdbf9476be1ec573a49ff5.jpg,fitzpatrick17k,skin_tone,unassigned,5,3,erythema multiforme,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/e/erythema_multiforme/erythema_multiforme11.jpg,httpwwwdermaamincomsiteimagesclinicalpiceerythemamultiformeerythemamultiforme11jpg.jpg
fdfbcca21acc8015bfe3ab09b6e254b2,datasets\raw\fitzpatrick17k\images\fdfbcca21acc8015bfe3ab09b6e254b2.jpg,fitzpatrick17k,skin_tone,unassigned,2,2,syringoma,benign dermal,benign,,https://www.dermaamin.com/site/images/clinical-pic/s/syringoma/syringoma37.jpg,httpwwwdermaamincomsiteimagesclinicalpicssyringomasyringoma37jpg.jpg
13adab488f0d546393badd628e6b0cab,datasets\raw\fitzpatrick17k\images\13adab488f0d546393badd628e6b0cab.jpg,fitzpatrick17k,skin_tone,unassigned,2,2,acrodermatitis enteropathica,genodermatoses,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/a/acrodermatitis_enteropathica/acrodermatitis_enteropathica52.jpg,httpwwwdermaamincomsiteimagesclinicalpicaacrodermatitisenteropathicaacrodermatitisenteropathica52jpg.jpg
b919dab66b3ec2964fb73865d241942d,datasets\raw\fitzpatrick17k\images\b919dab66b3ec2964fb73865d241942d.jpg,fitzpatrick17k,skin_tone,unassigned,2,1,epidermolysis bullosa,genodermatoses,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/e/epidermolysis_bullosa_simplex_of_weber_cockayne_type/epidermolysis_bullosa_simplex_of_weber_cockayne_type1.jpg,httpwwwdermaamincomsiteimagesclinicalpiceepidermolysisbullosasimplexofwebercockaynetypeepidermolysisbullosasimplexofwebercockaynetype1jpg.jpg
e34646f6778dbdc86130a4babf62d01b,datasets\raw\fitzpatrick17k\images\e34646f6778dbdc86130a4babf62d01b.jpg,fitzpatrick17k,skin_tone,unassigned,2,1,psoriasis,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/p/psoriasis-congenital/psoriasis-congenital4.jpg,httpwwwdermaamincomsiteimagesclinicalpicppsoriasiscongenitalpsoriasiscongenital4jpg.jpg
5f4376e41dff7efbbb53ca5b9928919d,datasets\raw\fitzpatrick17k\images\5f4376e41dff7efbbb53ca5b9928919d.jpg,fitzpatrick17k,skin_tone,unassigned,5,4,prurigo nodularis,benign epidermal,benign,,https://www.dermaamin.com/site/images/clinical-pic/p/prurigo_nodularis/prurigo_nodularis97.jpg,httpwwwdermaamincomsiteimagesclinicalpicpprurigonodularisprurigonodularis97jpg.jpg
3ebdf5bc47b0a5db96b1cb22841b0fa0,datasets\raw\fitzpatrick17k\images\3ebdf5bc47b0a5db96b1cb22841b0fa0.jpg,fitzpatrick17k,skin_tone,unassigned,3,3,dermatomyositis,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/d/dermatomyositis/dermatomyositis89.jpg,httpwwwdermaamincomsiteimagesclinicalpicddermatomyositisdermatomyositis89jpg.jpg
2b6ea0581d59b23e033bf2059c2ae6af,datasets\raw\fitzpatrick17k\images\2b6ea0581d59b23e033bf2059c2ae6af.jpg,fitzpatrick17k,skin_tone,unassigned,3,3,actinic keratosis,malignant epidermal,malignant,,https://www.dermaamin.com/site/images/clinical-pic/a/actinic_keratoses/actinic_keratoses26.jpg,httpwwwdermaamincomsiteimagesclinicalpicaactinickeratosesactinickeratoses26jpg.jpg
27778fee07afbc98a74b0012ba6f76ff,datasets\raw\fitzpatrick17k\images\27778fee07afbc98a74b0012ba6f76ff.jpg,fitzpatrick17k,skin_tone,unassigned,4,4,urticaria,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/d/dermographic_urticaria/dermographic_urticaria31.jpg,httpwwwdermaamincomsiteimagesclinicalpicddermographicurticariadermographicurticaria31jpg.jpg
6d2fb27bbaf2691ea85fa2ad7f334060,datasets\raw\fitzpatrick17k\images\6d2fb27bbaf2691ea85fa2ad7f334060.jpg,fitzpatrick17k,skin_tone,unassigned,2,1,basal cell carcinoma morpheiform,malignant epidermal,malignant,1 Diagnostic,https://www.dermaamin.com/site/images/clinical-pic/b/basal_cell_carcinoma_morpheiform/basal_cell_carcinoma_morpheiform6.jpg,httpwwwdermaamincomsiteimagesclinicalpicbbasalcellcarcinomamorpheiformbasalcellcarcinomamorpheiform6jpg.jpg
970a43f132f9e171642f44f85112ea13,datasets\raw\fitzpatrick17k\images\970a43f132f9e171642f44f85112ea13.jpg,fitzpatrick17k,skin_tone,unassigned,5,5,necrobiosis lipoidica,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/n/necrobiois-lipoidica-diabeticorum/necrobiois-lipoidica-diabeticorum30.jpg,httpwwwdermaamincomsiteimagesclinicalpicnnecrobioislipoidicadiabeticorumnecrobioislipoidicadiabeticorum30jpg.jpg
a199b3d2956018f8d8bf6c57fb2fca59,datasets\raw\fitzpatrick17k\images\a199b3d2956018f8d8bf6c57fb2fca59.jpg,fitzpatrick17k,skin_tone,unassigned,2,3,vitiligo,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/v/vitiligo/vitiligo10.jpg,httpwwwdermaamincomsiteimagesclinicalpicvvitiligovitiligo10jpg.jpg
9fd9783c093d140d12bee4eaa67da1a0,datasets\raw\fitzpatrick17k\images\9fd9783c093d140d12bee4eaa67da1a0.jpg,fitzpatrick17k,skin_tone,unassigned,3,3,erythema nodosum,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/e/erythema-nodosum/erythema-nodosum69.jpg,httpwwwdermaamincomsiteimagesclinicalpiceerythemanodosumerythemanodosum69jpg.jpg
77c8889c5b1f7ed6df703cb73296d60a,datasets\raw\fitzpatrick17k\images\77c8889c5b1f7ed6df703cb73296d60a.jpg,fitzpatrick17k,skin_tone,unassigned,3,4,psoriasis,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/p/psoriasis-pustular/psoriasis-pustular54.jpg,httpwwwdermaamincomsiteimagesclinicalpicppsoriasispustularpsoriasispustular54jpg.jpg
f1459b032c9853d78f2ba389040a3dad,datasets\raw\fitzpatrick17k\images\f1459b032c9853d78f2ba389040a3dad.jpg,fitzpatrick17k,skin_tone,unassigned,2,1,psoriasis,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/p/psoriasis_nail/psoriasis_nail84.jpg,httpwwwdermaamincomsiteimagesclinicalpicppsoriasisnailpsoriasisnail84jpg.jpg
9f8207a0d87de2ea85ae8d439e50641d,datasets\raw\fitzpatrick17k\images\9f8207a0d87de2ea85ae8d439e50641d.jpg,fitzpatrick17k,skin_tone,unassigned,-1,1,scleroderma,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/s/scleredema/scleredema28.jpg,httpwwwdermaamincomsiteimagesclinicalpicsscleredemascleredema28jpg.jpg
6d4be984bf6407587a032f6080f099b2,datasets\raw\fitzpatrick17k\images\6d4be984bf6407587a032f6080f099b2.jpg,fitzpatrick17k,skin_tone,unassigned,6,5,lupus erythematosus,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/L/lupus_erythematosus_chronicus_verrucous/lupus_erythematosus_chronicus_verrucous11.jpg,httpwwwdermaamincomsiteimagesclinicalpicLlupuserythematosuschronicusverrucouslupuserythematosuschronicusverrucous11jpg.jpg
a385043f505268bfad6448be4c018a68,datasets\raw\fitzpatrick17k\images\a385043f505268bfad6448be4c018a68.jpg,fitzpatrick17k,skin_tone,unassigned,4,3,lichen planus,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/L/lichen_planus_follicularis/lichen_planus_follicularis13.jpg,httpwwwdermaamincomsiteimagesclinicalpicLlichenplanusfollicularislichenplanusfollicularis13jpg.jpg
6a37014ba090dce3237a1aeac8f5312a,datasets\raw\fitzpatrick17k\images\6a37014ba090dce3237a1aeac8f5312a.jpg,fitzpatrick17k,skin_tone,unassigned,2,2,psoriasis,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/p/psoriasis_nail/psoriasis_nail97.jpg,httpwwwdermaamincomsiteimagesclinicalpicppsoriasisnailpsoriasisnail97jpg.jpg
56e697186c86b0eb09f19021ebe4b9a8,datasets\raw\fitzpatrick17k\images\56e697186c86b0eb09f19021ebe4b9a8.jpg,fitzpatrick17k,skin_tone,unassigned,2,2,allergic contact dermatitis,inflammatory,non-neoplastic,1 Diagnostic,https://www.dermaamin.com/site/images/clinical-pic/a/allergic_contact_dermatitis/allergic_contact_dermatitis53.jpg,httpwwwdermaamincomsiteimagesclinicalpicaallergiccontactdermatitisallergiccontactdermatitis53jpg.jpg
